pref,Positive,Tested,Percent
滋賀県,106,2737.0,3.87
京都府,420,11599.0,3.62
大阪府,1967,46112.0,4.27
兵庫県,731,16817.0,4.35
奈良県,119,4383.0,2.72
和歌山県,80,4515.0,1.77
鳥取県,5,1950.0,0.26
島根県,24,1285.0,1.87
岡山県,28,2038.0,1.37
広島県,178,8178.0,2.18
山口県,37,2662.0,1.39
徳島県,10,1183.0,0.85
香川県,29,2975.0,0.97
愛媛県,82,2663.0,3.08
高知県,74,2025.0,3.65
福岡県,917,17868.0,5.13
佐賀県,47,1700.0,2.76
長崎県,19,3878.0,0.49
熊本県,49,4421.0,1.11
大分県,60,5331.0,1.13
宮崎県,18,1674.0,1.08
鹿児島県,145,6949.0,2.09
沖縄県,148,3097.0,4.78
北海道,1290,23261.0,5.55
青森県,29,1065.0,2.72
岩手県,0,1099.0,0.0
宮城県,104,4544.0,2.29
秋田県,16,1012.0,1.58
山形県,71,2639.0,2.69
福島県,83,7798.0,1.06
茨城県,199,5714.0,3.48
栃木県,93,9229.0,1.01
群馬県,155,5748.0,2.7
埼玉県,1462,43157.0,3.39
千葉県,1119,20693.0,5.41
東京都,7927,113458.0,6.99
神奈川県,1743,14021.0,12.43
新潟県,87,5290.0,1.64
富山県,230,4225.0,5.44
石川県,300,2959.0,10.14
福井県,123,3683.0,3.34
山梨県,76,6139.0,1.24
長野県,78,3485.0,2.24
岐阜県,162,5825.0,2.78
静岡県,94,8602.0,1.09
愛知県,528,13977.0,3.78
三重県,48,3075.0,1.56
