pref,Positive,Tested,Percent
北海道,162,1652.0,9.81
青森県,0,90.0,0.0
岩手県,0,29.0,0.0
宮城県,1,150.0,0.67
秋田県,2,114.0,1.75
山形県,0,133.0,0.0
福島県,2,132.0,1.52
茨城県,3,464.0,0.65
栃木県,4,263.0,1.52
群馬県,11,174.0,6.32
埼玉県,50,684.0,7.31
千葉県,44,,
東京都,144,1848.0,7.79
神奈川県,74,,
新潟県,26,648.0,4.01
富山県,0,55.0,0.0
石川県,8,179.0,4.47
福井県,1,98.0,1.02
山梨県,2,338.0,0.59
長野県,4,306.0,1.31
岐阜県,5,281.0,1.78
静岡県,3,,
愛知県,143,,
三重県,9,318.0,2.83
滋賀県,4,144.0,2.78
京都府,23,815.0,2.82
大阪府,131,2047.0,6.4
兵庫県,110,1127.0,9.76
奈良県,9,187.0,4.81
和歌山県,17,1118.0,1.52
鳥取県,0,115.0,0.0
島根県,0,95.0,0.0
岡山県,1,181.0,0.55
広島県,3,609.0,0.49
山口県,4,170.0,2.35
徳島県,1,83.0,1.2
香川県,1,147.0,0.68
愛媛県,3,181.0,1.66
高知県,12,279.0,4.3
福岡県,5,642.0,0.78
佐賀県,1,103.0,0.97
長崎県,1,213.0,0.47
熊本県,7,490.0,1.43
大分県,17,175.0,9.71
宮崎県,3,189.0,1.59
鹿児島県,0,171.0,0.0
沖縄県,3,238.0,1.26
