pref,Positive,Tested,Percent
北海道,1404,28088.0,5.0
青森県,31,1427.0,2.17
岩手県,2,1454.0,0.14
宮城県,153,5763.0,2.65
秋田県,18,1127.0,1.6
山形県,75,2882.0,2.6
福島県,87,9681.0,0.9
茨城県,268,6996.0,3.83
栃木県,185,13181.0,1.4
群馬県,187,7995.0,2.34
埼玉県,2256,64828.0,3.48
千葉県,1620,27453.0,5.9
東京都,12228,182521.0,6.7
神奈川県,2432,17863.0,13.61
新潟県,103,6250.0,1.65
富山県,238,5292.0,4.5
石川県,320,3248.0,9.85
福井県,137,4808.0,2.85
山梨県,90,7197.0,1.25
長野県,103,6903.0,1.49
岐阜県,312,10052.0,3.1
静岡県,234,12832.0,1.82
愛知県,1449,22156.0,6.54
三重県,90,4145.0,2.17
滋賀県,168,4294.0,3.91
京都府,749,17369.0,4.31
大阪府,3841,70333.0,5.46
兵庫県,1105,25096.0,4.4
奈良県,228,8733.0,2.61
和歌山県,142,6036.0,2.35
鳥取県,11,2677.0,0.41
島根県,29,2866.0,1.01
岡山県,76,2839.0,2.68
広島県,304,11531.0,2.64
山口県,53,3860.0,1.37
徳島県,23,1663.0,1.38
香川県,46,4635.0,0.99
愛媛県,89,2963.0,3.0
高知県,80,2242.0,3.57
福岡県,1635,23282.0,7.02
佐賀県,75,2357.0,3.18
長崎県,66,6544.0,1.01
熊本県,157,5250.0,2.99
大分県,64,6479.0,0.99
宮崎県,106,3631.0,2.92
鹿児島県,232,10274.0,2.26
沖縄県,324,8033.0,4.03
