pref,Positive,Tested,Percent
北海道,176,1976.0,8.91
青森県,7,132.0,5.3
岩手県,0,50.0,0.0
宮城県,2,188.0,1.06
秋田県,4,211.0,1.9
山形県,0,170.0,0.0
福島県,2,182.0,1.1
茨城県,16,770.0,2.08
栃木県,12,377.0,3.18
群馬県,18,243.0,7.41
埼玉県,83,1105.0,7.51
千葉県,160,237.0,67.51
東京都,436,2269.0,19.22
神奈川県,107,276.0,38.77
新潟県,31,977.0,3.17
富山県,0,72.0,0.0
石川県,9,212.0,4.25
福井県,13,154.0,8.44
山梨県,4,428.0,0.93
長野県,8,397.0,2.02
岐阜県,21,428.0,4.91
静岡県,4,665.0,0.6
愛知県,167,2276.0,7.34
三重県,9,408.0,2.21
滋賀県,6,197.0,3.05
京都府,46,1035.0,4.44
大阪府,209,553.0,37.79
兵庫県,132,2146.0,6.15
奈良県,11,263.0,4.18
和歌山県,17,1433.0,1.19
鳥取県,0,146.0,0.0
島根県,0,128.0,0.0
岡山県,3,251.0,1.2
広島県,6,831.0,0.72
山口県,6,291.0,2.06
徳島県,1,110.0,0.91
香川県,1,212.0,0.47
愛媛県,4,234.0,1.71
高知県,14,353.0,3.97
福岡県,22,853.0,2.58
佐賀県,1,130.0,0.77
長崎県,2,292.0,0.68
熊本県,10,693.0,1.44
大分県,28,1489.0,1.88
宮崎県,3,242.0,1.24
鹿児島県,1,219.0,0.46
沖縄県,8,303.0,2.64
