pref,Positive,Tested,Percent
北海道,1583,34577.0,4.58
青森県,32,1662.0,1.93
岩手県,7,2083.0,0.34
宮城県,184,7044.0,2.61
秋田県,37,1439.0,2.57
山形県,76,2993.0,2.54
福島県,101,11504.0,0.88
茨城県,431,9055.0,4.76
栃木県,265,17376.0,1.53
群馬県,254,9891.0,2.57
埼玉県,3057,86664.0,3.53
千葉県,2304,42401.0,5.43
東京都,16680,244820.0,6.81
神奈川県,3521,50813.0,6.93
新潟県,129,7690.0,1.68
富山県,298,6514.0,4.57
石川県,412,3805.0,10.83
福井県,154,5739.0,2.68
山梨県,135,8367.0,1.61
長野県,140,10347.0,1.35
岐阜県,492,14573.0,3.38
静岡県,388,17599.0,2.2
愛知県,3392,35728.0,9.49
三重県,262,7203.0,3.64
滋賀県,317,6520.0,4.86
京都府,1026,23171.0,4.43
大阪府,6355,98803.0,6.43
兵庫県,1728,33876.0,5.1
奈良県,351,11572.0,3.03
和歌山県,189,7157.0,2.64
鳥取県,21,4254.0,0.49
島根県,132,3686.0,3.58
岡山県,119,3607.0,3.3
広島県,425,15422.0,2.76
山口県,81,4869.0,1.66
徳島県,70,3218.0,2.18
香川県,60,6124.0,0.98
愛媛県,108,3346.0,3.23
高知県,83,2428.0,3.42
福岡県,3215,32653.0,9.85
佐賀県,175,3718.0,4.71
長崎県,173,10173.0,1.7
熊本県,380,8480.0,4.48
大分県,93,8556.0,1.09
宮崎県,248,6659.0,3.72
鹿児島県,277,12585.0,2.2
沖縄県,1404,16129.0,8.7
(その他)県,149,0.0,inf
