pref,Positive,Tested,Percent
滋賀県,1087,36012.0,3.02
京都府,4105,87310.0,4.7
大阪府,28927,446674.0,6.48
兵庫県,9163,132820.0,6.9
奈良県,1882,46358.0,4.06
和歌山県,594,16235.0,3.66
鳥取県,87,23190.0,0.38
島根県,202,9344.0,2.16
岡山県,1266,31723.0,3.99
広島県,2925,65962.0,4.43
山口県,524,26760.0,1.96
徳島県,195,14949.0,1.3
香川県,282,23175.0,1.22
愛媛県,415,12107.0,3.43
高知県,626,5727.0,10.93
福岡県,8155,255221.0,3.2
佐賀県,445,14579.0,3.05
長崎県,457,37729.0,1.21
熊本県,1669,33475.0,4.99
大分県,620,40661.0,1.52
宮崎県,710,12114.0,5.86
鹿児島県,946,36020.0,2.63
沖縄県,5199,86755.0,5.99
北海道,12961,229609.0,5.64
青森県,428,9237.0,4.63
岩手県,372,13693.0,2.72
宮城県,2035,24089.0,8.45
秋田県,125,4020.0,3.11
山形県,365,10057.0,3.63
福島県,886,55218.0,1.6
茨城県,2307,18432.0,12.52
栃木県,1235,70531.0,1.75
群馬県,2172,50358.0,4.31
埼玉県,13240,302712.0,4.37
千葉県,10218,220069.0,4.64
東京都,56559,962086.0,5.88
神奈川県,19516,334987.0,5.83
新潟県,505,27246.0,1.85
富山県,541,21295.0,2.54
石川県,1034,28990.0,3.57
福井県,346,18724.0,1.85
山梨県,509,14417.0,3.53
長野県,1126,45163.0,2.49
岐阜県,2023,62735.0,3.22
静岡県,2568,88334.0,2.91
愛知県,15448,191017.0,8.09
三重県,1225,29023.0,4.22
