pref,Positive,Tested,Percent
北海道,1105,15221.0,7.26
青森県,27,878.0,3.08
岩手県,0,705.0,0.0
宮城県,88,3034.0,2.9
秋田県,16,942.0,1.7
山形県,69,2440.0,2.83
福島県,81,4871.0,1.66
茨城県,168,4772.0,3.52
栃木県,66,4567.0,1.45
群馬県,151,3845.0,3.93
埼玉県,1006,23184.0,4.34
千葉県,904,15225.0,5.94
東京都,5343,15681.0,34.07
神奈川県,1387,10327.0,13.43
新潟県,83,4334.0,1.92
富山県,227,3482.0,6.52
石川県,299,2770.0,10.79
福井県,122,2786.0,4.38
山梨県,65,4259.0,1.53
長野県,76,2818.0,2.7
岐阜県,151,3827.0,3.95
静岡県,75,3593.0,2.09
愛知県,509,10467.0,4.86
三重県,45,2561.0,1.76
滋賀県,100,1931.0,5.18
京都府,358,8435.0,4.24
大阪府,1783,32461.0,5.49
兵庫県,699,11432.0,6.11
奈良県,92,2898.0,3.17
和歌山県,63,3759.0,1.68
鳥取県,3,1375.0,0.22
島根県,24,1153.0,2.08
岡山県,25,1747.0,1.43
広島県,168,7136.0,2.35
山口県,37,1818.0,2.04
徳島県,5,768.0,0.65
香川県,28,2256.0,1.24
愛媛県,82,2389.0,3.43
高知県,74,1824.0,4.06
福岡県,792,13785.0,5.75
佐賀県,47,1467.0,3.2
長崎県,17,2883.0,0.59
熊本県,48,3990.0,1.2
大分県,60,4169.0,1.44
宮崎県,17,1414.0,1.2
鹿児島県,10,1964.0,0.51
沖縄県,142,2908.0,4.88
