pref,Positive,Tested,Percent
北海道,1391,27003.0,5.15
青森県,31,1369.0,2.26
岩手県,0,1357.0,0.0
宮城県,142,5584.0,2.54
秋田県,18,1070.0,1.68
山形県,75,2864.0,2.62
福島県,86,9167.0,0.94
茨城県,244,6737.0,3.62
栃木県,163,12241.0,1.33
群馬県,179,7453.0,2.4
埼玉県,2091,58157.0,3.6
千葉県,1499,26393.0,5.68
東京都,11345,166492.0,6.81
神奈川県,2253,17145.0,13.14
新潟県,94,6022.0,1.56
富山県,236,5016.0,4.7
石川県,313,3169.0,9.88
福井県,129,4599.0,2.8
山梨県,88,6968.0,1.26
長野県,92,6050.0,1.52
岐阜県,240,8892.0,2.7
静岡県,200,10472.0,1.91
愛知県,1096,19918.0,5.5
三重県,70,3721.0,1.88
滋賀県,155,4005.0,3.87
京都府,657,16392.0,4.01
大阪府,3188,62724.0,5.08
兵庫県,1014,23551.0,4.31
奈良県,209,7978.0,2.62
和歌山県,130,5725.0,2.27
鳥取県,6,2356.0,0.25
島根県,28,2340.0,1.2
岡山県,64,2673.0,2.39
広島県,261,10937.0,2.39
山口県,50,3588.0,1.39
徳島県,16,1557.0,1.03
香川県,45,4354.0,1.03
愛媛県,87,2846.0,3.06
高知県,79,2196.0,3.6
福岡県,1432,22157.0,6.46
佐賀県,67,2160.0,3.1
長崎県,53,5857.0,0.9
熊本県,100,4607.0,2.17
大分県,60,6180.0,0.97
宮崎県,73,2684.0,2.72
鹿児島県,216,9619.0,2.25
沖縄県,192,6342.0,3.03
