pref,Positive,Tested,Percent
滋賀県,373,7555.0,4.94
京都府,1243,26619.0,4.67
大阪府,7586,116195.0,6.53
兵庫県,2033,38650.0,5.26
奈良県,472,12714.0,3.71
和歌山県,223,7862.0,2.84
鳥取県,22,4434.0,0.5
島根県,134,4500.0,2.98
岡山県,133,3950.0,3.37
広島県,438,16687.0,2.62
山口県,100,5538.0,1.81
徳島県,104,4644.0,2.24
香川県,71,7001.0,1.01
愛媛県,112,3644.0,3.07
高知県,106,2694.0,3.93
福岡県,3900,36617.0,10.65
佐賀県,214,4278.0,5.0
長崎県,192,12052.0,1.59
熊本県,442,9668.0,4.57
大分県,137,10655.0,1.29
宮崎県,303,7335.0,4.13
鹿児島県,340,14082.0,2.41
沖縄県,1834,20148.0,9.1
北海道,1671,37786.0,4.42
青森県,33,1870.0,1.76
岩手県,11,2467.0,0.45
宮城県,189,7325.0,2.58
秋田県,45,1652.0,2.72
山形県,77,3032.0,2.54
福島県,122,12773.0,0.96
茨城県,490,9791.0,5.0
栃木県,286,19611.0,1.46
群馬県,361,11729.0,3.08
埼玉県,3465,96826.0,3.58
千葉県,2695,48681.0,5.54
東京都,18865,281346.0,6.71
神奈川県,4269,100213.0,4.26
新潟県,137,11641.0,1.18
富山県,336,6984.0,4.81
石川県,532,6078.0,8.75
福井県,156,6176.0,2.53
山梨県,162,9028.0,1.79
長野県,163,11885.0,1.37
岐阜県,533,16372.0,3.26
静岡県,433,21516.0,2.01
愛知県,3978,43307.0,9.19
三重県,318,8367.0,3.8
