pref,Positive,Tested,Percent
滋賀県,501,11797.0,4.25
京都府,1739,41975.0,4.14
大阪府,10534,182508.0,5.77
兵庫県,2684,55781.0,4.81
奈良県,568,20292.0,2.8
和歌山県,241,9256.0,2.6
鳥取県,36,5453.0,0.66
島根県,140,5734.0,2.44
岡山県,154,8110.0,1.9
広島県,548,20707.0,2.65
山口県,201,9714.0,2.07
徳島県,147,6884.0,2.14
香川県,93,10637.0,0.87
愛媛県,114,4060.0,2.81
高知県,138,3463.0,3.98
福岡県,5028,130848.0,3.84
佐賀県,245,5935.0,4.13
長崎県,236,18248.0,1.29
熊本県,573,16349.0,3.5
大分県,158,16725.0,0.94
宮崎県,344,8572.0,4.01
鹿児島県,415,18871.0,2.2
沖縄県,2460,38566.0,6.38
北海道,2075,56568.0,3.67
青森県,36,2414.0,1.49
岩手県,23,4168.0,0.55
宮城県,397,10218.0,3.89
秋田県,53,2131.0,2.49
山形県,78,5149.0,1.51
福島県,251,19863.0,1.26
茨城県,652,12436.0,5.24
栃木県,428,30149.0,1.42
群馬県,699,20615.0,3.39
埼玉県,4624,142930.0,3.24
千葉県,3862,87562.0,4.41
東京都,25547,449937.0,5.68
神奈川県,6819,151103.0,4.51
新潟県,170,15290.0,1.11
富山県,417,12090.0,3.45
石川県,776,12853.0,6.04
福井県,244,9734.0,2.51
山梨県,183,10602.0,1.73
長野県,305,18821.0,1.62
岐阜県,623,22525.0,2.77
静岡県,534,34154.0,1.56
愛知県,5309,75800.0,7.0
三重県,502,12476.0,4.02
