pref,Positive,Tested,Percent
滋賀県,5,176.0,2.84
京都府,30,967.0,3.1
大阪府,150,250.0,60.0
兵庫県,116,1855.0,6.25
奈良県,9,225.0,4.0
和歌山県,17,1374.0,1.24
鳥取県,0,134.0,0.0
島根県,0,106.0,0.0
岡山県,1,233.0,0.43
広島県,3,687.0,0.44
山口県,5,196.0,2.55
徳島県,1,99.0,1.01
香川県,1,168.0,0.6
愛媛県,3,219.0,1.37
高知県,12,313.0,3.83
福岡県,9,747.0,1.2
佐賀県,1,121.0,0.83
長崎県,2,266.0,0.75
熊本県,7,567.0,1.23
大分県,25,1171.0,2.13
宮崎県,3,222.0,1.35
鹿児島県,0,208.0,0.0
沖縄県,4,271.0,1.48
北海道,167,1821.0,9.17
青森県,8,102.0,7.84
岩手県,0,41.0,0.0
宮城県,1,175.0,0.57
秋田県,2,204.0,0.98
山形県,0,156.0,0.0
福島県,2,167.0,1.2
茨城県,9,656.0,1.37
栃木県,7,320.0,2.19
群馬県,13,231.0,5.63
埼玉県,59,901.0,6.55
千葉県,53,100.0,53.0
東京都,218,2087.0,10.45
神奈川県,84,,
新潟県,29,845.0,3.43
富山県,0,69.0,0.0
石川県,8,193.0,4.15
福井県,2,116.0,1.72
山梨県,4,383.0,1.04
長野県,5,339.0,1.47
岐阜県,13,325.0,4.0
静岡県,3,611.0,0.49
愛知県,154,1987.0,7.75
三重県,9,380.0,2.37
