pref,Positive,Tested,Percent
滋賀県,337,6953.0,4.85
京都府,1061,23577.0,4.5
大阪府,6845,105103.0,6.51
兵庫県,1863,35836.0,5.2
奈良県,394,11572.0,3.4
和歌山県,196,7369.0,2.66
鳥取県,21,4292.0,0.49
島根県,132,4191.0,3.15
岡山県,126,3821.0,3.3
広島県,435,15725.0,2.77
山口県,83,4998.0,1.66
徳島県,90,3755.0,2.4
香川県,63,6293.0,1.0
愛媛県,110,3428.0,3.21
高知県,102,2590.0,3.94
福岡県,3559,34477.0,10.32
佐賀県,195,3933.0,4.96
長崎県,185,10708.0,1.73
熊本県,407,9139.0,4.45
大分県,103,8982.0,1.15
宮崎県,261,6761.0,3.86
鹿児島県,296,13001.0,2.28
沖縄県,1618,18176.0,8.9
北海道,1619,36031.0,4.49
青森県,33,1689.0,1.95
岩手県,8,2176.0,0.37
宮城県,184,7109.0,2.59
秋田県,42,1450.0,2.9
山形県,76,3002.0,2.53
福島県,105,11895.0,0.88
茨城県,452,9203.0,4.91
栃木県,276,18305.0,1.51
群馬県,298,10321.0,2.89
埼玉県,3221,87801.0,3.67
千葉県,2463,44503.0,5.53
東京都,17714,253605.0,6.98
神奈川県,3854,87845.0,4.39
新潟県,129,7890.0,1.63
富山県,307,6591.0,4.66
石川県,456,4059.0,11.23
福井県,155,5886.0,2.63
山梨県,136,8444.0,1.61
長野県,148,10650.0,1.39
岐阜県,512,15272.0,3.35
静岡県,398,18540.0,2.15
愛知県,3454,37041.0,9.32
三重県,281,7333.0,3.83
