pref,Positive,Tested,Percent
北海道,1503,31704.0,4.74
青森県,32,1531.0,2.09
岩手県,5,1784.0,0.28
宮城県,177,6347.0,2.79
秋田県,18,1196.0,1.51
山形県,76,2946.0,2.58
福島県,91,10434.0,0.87
茨城県,356,8044.0,4.43
栃木県,224,15040.0,1.49
群馬県,208,8921.0,2.33
埼玉県,2688,75039.0,3.58
千葉県,1996,30900.0,6.46
東京都,14645,215559.0,6.79
神奈川県,2952,40667.0,7.26
新潟県,122,7093.0,1.72
富山県,266,5746.0,4.63
石川県,330,3368.0,9.8
福井県,152,5328.0,2.85
山梨県,114,7652.0,1.49
⾧野県,126,9003.0,1.4
岐阜県,400,11963.0,3.34
静岡県,342,15742.0,2.17
愛知県,2535,29046.0,8.73
三重県,179,5299.0,3.38
滋賀県,242,5042.0,4.8
京都府,903,20598.0,4.38
大阪府,5141,84749.0,6.07
兵庫県,1423,29623.0,4.8
奈良県,293,9920.0,2.95
和歌山県,173,6714.0,2.58
鳥取県,21,3868.0,0.54
島根県,29,3027.0,0.96
岡山県,103,3270.0,3.15
広島県,387,13999.0,2.76
山口県,64,4221.0,1.52
徳島県,53,2364.0,2.24
香川県,53,5029.0,1.05
愛媛県,100,3162.0,3.16
高知県,82,2344.0,3.5
福岡県,2479,28362.0,8.74
佐賀県,133,3036.0,4.38
⾧崎県,144,8429.0,1.71
熊本県,322,6845.0,4.7
大分県,76,7572.0,1.0
宮崎県,195,5806.0,3.36
鹿児島県,266,11550.0,2.3
沖縄県,784,11078.0,7.08
