pref,Positive,Tested,Percent
北海道,226,2488.0,9.08
青森県,14,278.0,5.04
岩手県,0,127.0,0.0
宮城県,36,558.0,6.45
秋田県,11,484.0,2.27
山形県,27,663.0,4.07
福島県,33,482.0,6.85
茨城県,81,2140.0,3.79
栃木県,31,871.0,3.56
群馬県,33,1466.0,2.25
埼玉県,271,1934.0,14.01
千葉県,342,1500.0,22.8
東京都,1528,4992.0,30.61
神奈川県,375,2203.0,17.02
新潟県,39,1443.0,2.7
富山県,16,602.0,2.66
石川県,72,494.0,14.57
福井県,72,455.0,15.82
山梨県,24,946.0,2.54
長野県,21,841.0,2.5
岐阜県,76,1110.0,6.85
静岡県,16,1389.0,1.15
愛知県,299,3467.0,8.62
三重県,15,861.0,1.74
滋賀県,26,453.0,5.74
京都府,159,1867.0,8.52
大阪府,589,1792.0,32.87
兵庫県,273,3496.0,7.81
奈良県,34,509.0,6.68
和歌山県,32,1756.0,1.82
鳥取県,0,277.0,0.0
島根県,1,191.0,0.52
岡山県,16,564.0,2.84
広島県,25,1638.0,1.53
山口県,17,528.0,3.22
徳島県,3,217.0,1.38
香川県,3,441.0,0.68
愛媛県,26,485.0,5.36
高知県,47,709.0,6.63
福岡県,187,3873.0,4.83
佐賀県,11,334.0,3.29
長崎県,14,880.0,1.59
熊本県,23,1639.0,1.4
大分県,41,2035.0,2.01
宮崎県,16,545.0,2.94
鹿児島県,3,483.0,0.62
沖縄県,42,619.0,6.79
