pref,Positive,Tested,Percent
北海道,1849,48361.0,3.82
青森県,35,2189.0,1.6
岩手県,23,3554.0,0.65
宮城県,267,8569.0,3.12
秋田県,50,1850.0,2.7
山形県,78,3138.0,2.49
福島県,191,16451.0,1.16
茨城県,593,11520.0,5.15
栃木県,323,25197.0,1.28
群馬県,502,16368.0,3.07
埼玉県,4202,122293.0,3.44
千葉県,3309,63768.0,5.19
東京都,22444,372223.0,6.03
神奈川県,5741,127408.0,4.51
新潟県,147,13684.0,1.07
富山県,407,10487.0,3.88
石川県,722,10201.0,7.08
福井県,244,9099.0,2.68
山梨県,178,9927.0,1.79
長野県,295,16893.0,1.75
岐阜県,569,19425.0,2.93
静岡県,503,29325.0,1.72
愛知県,4751,60763.0,7.82
三重県,445,10957.0,4.06
滋賀県,467,10321.0,4.52
京都府,1600,35400.0,4.52
大阪府,9324,153772.0,6.06
兵庫県,2400,48403.0,4.96
奈良県,542,18123.0,2.99
和歌山県,235,8858.0,2.65
鳥取県,22,4606.0,0.48
島根県,137,5145.0,2.66
岡山県,146,7511.0,1.94
広島県,464,18590.0,2.5
山口県,193,7640.0,2.53
徳島県,146,6513.0,2.24
香川県,86,9006.0,0.95
愛媛県,114,3909.0,2.92
高知県,134,3255.0,4.12
福岡県,4869,43555.0,11.18
佐賀県,243,5421.0,4.48
長崎県,234,16081.0,1.46
熊本県,557,12621.0,4.41
大分県,158,14122.0,1.12
宮崎県,339,8267.0,4.1
鹿児島県,372,17011.0,2.19
沖縄県,2259,31139.0,7.25
