pref,Positive,Tested,Percent
北海道,1866,49239.0,3.79
青森県,35,2206.0,1.59
岩手県,23,3610.0,0.64
宮城県,290,8765.0,3.31
秋田県,50,1855.0,2.7
山形県,78,3148.0,2.48
福島県,204,16925.0,1.21
茨城県,609,11550.0,5.27
栃木県,338,25518.0,1.32
群馬県,541,16995.0,3.18
埼玉県,4264,123265.0,3.46
千葉県,3385,66251.0,5.11
東京都,22857,380646.0,6.0
神奈川県,5891,128296.0,4.59
新潟県,148,13835.0,1.07
富山県,408,10832.0,3.77
石川県,730,10587.0,6.9
福井県,244,9215.0,2.65
山梨県,179,9977.0,1.79
長野県,296,17030.0,1.74
岐阜県,580,19819.0,2.93
静岡県,504,29710.0,1.7
愛知県,4835,62057.0,7.79
三重県,457,11156.0,4.1
滋賀県,471,10451.0,4.51
京都府,1607,35638.0,4.51
大阪府,9527,157124.0,6.06
兵庫県,2435,49171.0,4.95
奈良県,545,18233.0,2.99
和歌山県,236,8898.0,2.65
鳥取県,23,4615.0,0.5
島根県,137,5186.0,2.64
岡山県,146,7511.0,1.94
広島県,464,18642.0,2.49
山口県,194,8068.0,2.4
徳島県,147,6595.0,2.23
香川県,87,9272.0,0.94
愛媛県,114,3921.0,2.91
高知県,137,3303.0,4.15
福岡県,4932,44529.0,11.08
佐賀県,244,5508.0,4.43
長崎県,235,16363.0,1.44
熊本県,568,12903.0,4.4
大分県,158,14477.0,1.09
宮崎県,340,8279.0,4.11
鹿児島県,372,17075.0,2.18
沖縄県,2280,31694.0,7.19
