pref,Positive,Tested,Percent
滋賀県,361,7385.0,4.89
京都府,1164,25679.0,4.53
大阪府,7288,111448.0,6.54
兵庫県,1949,37431.0,5.21
奈良県,450,12714.0,3.54
和歌山県,215,7570.0,2.84
鳥取県,22,4369.0,0.5
島根県,133,4359.0,3.05
岡山県,129,3873.0,3.33
広島県,437,16435.0,2.66
山口県,89,5267.0,1.69
徳島県,96,4262.0,2.25
香川県,67,6682.0,1.0
愛媛県,111,3502.0,3.17
高知県,105,2646.0,3.97
福岡県,3728,35797.0,10.41
佐賀県,203,4082.0,4.97
長崎県,189,11381.0,1.66
熊本県,427,9550.0,4.47
大分県,130,9892.0,1.31
宮崎県,273,7166.0,3.81
鹿児島県,337,13671.0,2.47
沖縄県,1759,18292.0,9.62
北海道,1638,36962.0,4.43
青森県,33,1797.0,1.84
岩手県,9,2348.0,0.38
宮城県,185,7209.0,2.57
秋田県,44,1609.0,2.73
山形県,76,3015.0,2.52
福島県,113,12349.0,0.92
茨城県,476,9563.0,4.98
栃木県,284,18959.0,1.5
群馬県,322,10892.0,2.96
埼玉県,3342,94122.0,3.55
千葉県,2578,46506.0,5.54
東京都,18268,271258.0,6.73
神奈川県,4083,96122.0,4.25
新潟県,136,11168.0,1.22
富山県,327,6833.0,4.79
石川県,500,4314.0,11.59
福井県,155,6044.0,2.56
山梨県,149,8825.0,1.69
長野県,152,11362.0,1.34
岐阜県,523,15948.0,3.28
静岡県,431,20510.0,2.1
愛知県,3843,41111.0,9.35
三重県,288,7944.0,3.63
