pref,Positive,Tested,Percent
北海道,1348,25289.0,5.33
青森県,30,1287.0,2.33
岩手県,0,1260.0,0.0
宮城県,132,5132.0,2.57
秋田県,16,1041.0,1.54
山形県,75,2822.0,2.66
福島県,84,8535.0,0.98
茨城県,226,6311.0,3.58
栃木県,133,10936.0,1.22
群馬県,167,6932.0,2.41
埼玉県,1783,51993.0,3.43
千葉県,1318,23893.0,5.52
東京都,9579,143292.0,6.68
神奈川県,2009,15655.0,12.83
新潟県,90,5716.0,1.57
富山県,231,4791.0,4.82
石川県,303,3017.0,10.04
福井県,126,4005.0,3.15
山梨県,78,6569.0,1.19
長野県,84,5206.0,1.61
岐阜県,180,7153.0,2.52
静岡県,109,9608.0,1.13
愛知県,640,16041.0,3.99
三重県,57,3307.0,1.72
滋賀県,111,3310.0,3.35
京都府,539,14205.0,3.79
大阪府,2469,54929.0,4.49
兵庫県,834,19089.0,4.37
奈良県,156,5045.0,3.09
和歌山県,93,5067.0,1.84
鳥取県,5,2232.0,0.22
島根県,25,1997.0,1.25
岡山県,43,2369.0,1.82
広島県,209,9284.0,2.25
山口県,42,3260.0,1.29
徳島県,10,1430.0,0.7
香川県,44,3836.0,1.15
愛媛県,83,2731.0,3.04
高知県,76,2136.0,3.56
福岡県,1028,19350.0,5.31
佐賀県,48,1789.0,2.68
長崎県,40,4789.0,0.84
熊本県,50,4554.0,1.1
大分県,60,5729.0,1.05
宮崎県,20,1823.0,1.1
鹿児島県,170,8314.0,2.04
沖縄県,153,3655.0,4.19
