pref,Positive,Tested,Percent
北海道,1996,54197.0,3.68
青森県,35,2329.0,1.5
岩手県,23,3974.0,0.58
宮城県,375,9881.0,3.8
秋田県,53,2082.0,2.55
山形県,78,5079.0,1.54
福島県,232,18810.0,1.23
茨城県,631,12228.0,5.16
栃木県,411,28699.0,1.43
群馬県,688,19671.0,3.5
埼玉県,4494,135235.0,3.32
千葉県,3715,77280.0,4.81
東京都,24648,427531.0,5.77
神奈川県,6509,144192.0,4.51
新潟県,168,14835.0,1.13
富山県,410,11637.0,3.52
石川県,763,12132.0,6.29
福井県,244,9575.0,2.55
山梨県,180,10434.0,1.73
長野県,303,18305.0,1.66
岐阜県,606,21729.0,2.79
静岡県,522,32231.0,1.62
愛知県,5145,71793.0,7.17
三重県,483,12042.0,4.01
滋賀県,483,11309.0,4.27
京都府,1705,40361.0,4.22
大阪府,10271,174612.0,5.88
兵庫県,2616,53691.0,4.87
奈良県,558,19714.0,2.83
和歌山県,238,9123.0,2.61
鳥取県,36,5386.0,0.67
島根県,138,5334.0,2.59
岡山県,149,7861.0,1.9
広島県,492,19986.0,2.46
山口県,195,9263.0,2.11
徳島県,147,6806.0,2.16
香川県,93,10297.0,0.9
愛媛県,114,4021.0,2.84
高知県,137,3406.0,4.02
福岡県,5007,46778.0,10.7
佐賀県,244,5746.0,4.25
長崎県,236,17663.0,1.34
熊本県,572,16109.0,3.55
大分県,158,15981.0,0.99
宮崎県,344,8514.0,4.04
鹿児島県,389,18115.0,2.15
沖縄県,2382,37072.0,6.43
