pref,Positive,Tested,Percent
滋賀県,97,1419.0,6.84
京都府,347,5267.0,6.59
大阪府,1716,20263.0,8.47
兵庫県,681,8654.0,7.87
奈良県,89,2035.0,4.37
和歌山県,62,3310.0,1.87
鳥取県,3,1142.0,0.26
島根県,24,888.0,2.7
岡山県,23,1321.0,1.74
広島県,165,5746.0,2.87
山口県,37,1498.0,2.47
徳島県,5,569.0,0.88
香川県,28,1787.0,1.57
愛媛県,48,1238.0,3.88
高知県,74,1529.0,4.84
福岡県,651,10246.0,6.35
佐賀県,45,1209.0,3.72
長崎県,17,2878.0,0.59
熊本県,48,3375.0,1.42
大分県,60,3382.0,1.77
宮崎県,17,1213.0,1.4
鹿児島県,11,1446.0,0.76
沖縄県,142,2403.0,5.91
北海道,928,8013.0,11.58
青森県,27,728.0,3.71
岩手県,0,397.0,0.0
宮城県,88,2183.0,4.03
秋田県,16,861.0,1.86
山形県,69,2401.0,2.87
福島県,81,2237.0,3.62
茨城県,168,3826.0,4.39
栃木県,54,2287.0,2.36
群馬県,147,2930.0,5.02
埼玉県,946,11394.0,8.3
千葉県,876,11882.0,7.37
東京都,4810,12990.0,37.03
神奈川県,1150,1947.0,59.07
新潟県,82,3345.0,2.45
富山県,216,2664.0,8.11
石川県,275,2175.0,12.64
福井県,122,1991.0,6.13
山梨県,56,2806.0,2.0
長野県,74,2054.0,3.6
岐阜県,150,3404.0,4.41
静岡県,73,3036.0,2.4
愛知県,491,7958.0,6.17
三重県,45,2093.0,2.15
