pref,Positive,Tested,Percent
北海道,1632,36655.0,4.45
青森県,33,1755.0,1.88
岩手県,9,2257.0,0.4
宮城県,185,7166.0,2.58
秋田県,44,1578.0,2.79
山形県,76,3007.0,2.53
福島県,109,12215.0,0.89
茨城県,463,9419.0,4.92
栃木県,282,18751.0,1.5
群馬県,307,10523.0,2.92
埼玉県,3280,92173.0,3.56
千葉県,2532,45960.0,5.51
東京都,18082,265644.0,6.81
神奈川県,3988,93284.0,4.28
新潟県,133,11029.0,1.21
富山県,319,6762.0,4.72
石川県,486,4189.0,11.6
福井県,155,5978.0,2.59
山梨県,142,8731.0,1.63
長野県,150,11135.0,1.35
岐阜県,520,15712.0,3.31
静岡県,425,19718.0,2.16
愛知県,3787,40609.0,9.33
三重県,285,7642.0,3.73
滋賀県,354,7340.0,4.82
京都府,1138,25126.0,4.53
大阪府,7101,108525.0,6.54
兵庫県,1924,36814.0,5.23
奈良県,440,11572.0,3.8
和歌山県,209,7467.0,2.8
鳥取県,21,4351.0,0.48
島根県,133,4257.0,3.12
岡山県,128,3847.0,3.33
広島県,437,16267.0,2.69
山口県,84,5119.0,1.64
徳島県,95,4049.0,2.35
香川県,65,6505.0,1.0
愛媛県,110,3454.0,3.18
高知県,103,2616.0,3.94
福岡県,3683,35498.0,10.38
佐賀県,199,4034.0,4.93
長崎県,189,11135.0,1.7
熊本県,417,9343.0,4.46
大分県,120,9554.0,1.26
宮崎県,273,7054.0,3.87
鹿児島県,335,13513.0,2.48
沖縄県,1689,18954.0,8.91
