pref,Positive,Tested,Percent
滋賀県,1154,37076.0,3.11
京都府,4455,90765.0,4.91
大阪府,29686,463034.0,6.41
兵庫県,9624,137163.0,7.02
奈良県,1966,47698.0,4.12
和歌山県,607,16415.0,3.7
鳥取県,111,24092.0,0.46
島根県,208,9344.0,2.23
岡山県,1340,31723.0,4.22
広島県,3149,73605.0,4.28
山口県,572,26760.0,2.14
徳島県,196,15283.0,1.28
香川県,301,24063.0,1.25
愛媛県,457,12501.0,3.66
高知県,654,5871.0,11.14
福岡県,8774,263231.0,3.33
佐賀県,464,14991.0,3.1
長崎県,611,38857.0,1.57
熊本県,1799,34891.0,5.16
大分県,667,42231.0,1.58
宮崎県,715,12454.0,5.74
鹿児島県,1006,38705.0,2.6
沖縄県,5307,88963.0,5.97
北海道,13275,236113.0,5.62
青森県,459,9483.0,4.84
岩手県,382,14310.0,2.67
宮城県,2137,24511.0,8.72
秋田県,136,4565.0,2.98
山形県,382,10103.0,3.78
福島県,924,56898.0,1.62
茨城県,2418,18572.0,13.02
栃木県,1405,72081.0,1.95
群馬県,2278,52671.0,4.32
埼玉県,13968,313228.0,4.46
千葉県,10826,224656.0,4.82
東京都,58840,975031.0,6.03
神奈川県,20675,342311.0,6.04
新潟県,532,27858.0,1.91
富山県,550,21742.0,2.53
石川県,1064,29708.0,3.58
福井県,353,19362.0,1.82
山梨県,525,14459.0,3.63
長野県,1163,47545.0,2.45
岐阜県,2209,65046.0,3.4
静岡県,2651,88334.0,3.0
愛知県,16021,199918.0,8.01
三重県,1273,29023.0,4.39
