pref,Positive,Tested,Percent
北海道,1720,40089.0,4.29
青森県,33,1918.0,1.72
岩手県,12,2698.0,0.44
宮城県,192,7491.0,2.56
秋田県,46,1700.0,2.71
山形県,77,3076.0,2.5
福島県,134,13363.0,1.0
茨城県,512,10111.0,5.06
栃木県,289,20367.0,1.42
群馬県,392,12567.0,3.12
埼玉県,3627,99813.0,3.63
千葉県,2834,51262.0,5.53
東京都,19610,295391.0,6.64
神奈川県,4516,104985.0,4.3
新潟県,139,11989.0,1.16
富山県,349,7142.0,4.89
石川県,585,6862.0,8.53
福井県,171,6604.0,2.59
山梨県,168,9247.0,1.82
長野県,185,12600.0,1.47
岐阜県,548,17057.0,3.21
静岡県,453,22806.0,1.99
愛知県,4230,47890.0,8.83
三重県,353,9004.0,3.92
滋賀県,415,8195.0,5.06
京都府,1326,28472.0,4.66
大阪府,8020,123706.0,6.48
兵庫県,2137,40919.0,5.22
奈良県,498,12714.0,3.92
和歌山県,227,8369.0,2.71
鳥取県,22,4486.0,0.49
島根県,136,4653.0,2.92
岡山県,142,5880.0,2.41
広島県,452,17047.0,2.65
山口県,120,5909.0,2.03
徳島県,111,4993.0,2.22
香川県,74,7369.0,1.0
愛媛県,114,3711.0,3.07
高知県,109,2767.0,3.94
福岡県,4169,38336.0,10.87
佐賀県,225,4629.0,4.86
長崎県,205,12961.0,1.58
熊本県,478,10395.0,4.6
大分県,140,11162.0,1.25
宮崎県,325,7739.0,4.2
鹿児島県,348,14575.0,2.39
沖縄県,1943,23549.0,8.25
