pref,Positive,Tested,Percent
滋賀県,436,8601.0,5.07
京都府,1401,29864.0,4.69
大阪府,8339,130220.0,6.4
兵庫県,2209,42734.0,5.17
奈良県,508,12972.0,3.92
和歌山県,228,8484.0,2.69
鳥取県,22,4530.0,0.49
島根県,137,4804.0,2.85
岡山県,145,5880.0,2.47
広島県,454,17447.0,2.6
山口県,151,6423.0,2.35
徳島県,127,5426.0,2.34
香川県,74,7772.0,0.95
愛媛県,114,3769.0,3.02
高知県,119,2897.0,4.11
福岡県,4346,39483.0,11.01
佐賀県,235,4917.0,4.78
長崎県,224,13819.0,1.62
熊本県,498,10890.0,4.57
大分県,144,11839.0,1.22
宮崎県,331,7943.0,4.17
鹿児島県,356,14952.0,2.38
沖縄県,2056,22624.0,9.09
北海道,1744,42030.0,4.15
青森県,35,1982.0,1.77
岩手県,19,2900.0,0.66
宮城県,193,7621.0,2.53
秋田県,48,1749.0,2.74
山形県,77,3093.0,2.49
福島県,151,14121.0,1.07
茨城県,538,10496.0,5.13
栃木県,302,21581.0,1.4
群馬県,432,13687.0,3.16
埼玉県,3806,104060.0,3.66
千葉県,2961,53587.0,5.53
東京都,20322,312699.0,6.5
神奈川県,4742,110988.0,4.27
新潟県,141,12368.0,1.14
富山県,370,7417.0,4.99
石川県,613,7608.0,8.06
福井県,206,7153.0,2.88
山梨県,172,9415.0,1.83
長野県,219,13506.0,1.62
岐阜県,551,17727.0,3.11
静岡県,478,24082.0,1.98
愛知県,4362,50408.0,8.65
三重県,360,9496.0,3.79
