pref,Positive,Tested,Percent
北海道,1455,30013.0,4.85
青森県,32,1463.0,2.19
岩手県,4,1616.0,0.25
宮城県,168,6125.0,2.74
秋田県,18,1168.0,1.54
山形県,76,2924.0,2.6
福島県,89,10114.0,0.88
茨城県,327,7509.0,4.35
栃木県,202,14138.0,1.43
群馬県,194,8406.0,2.31
埼玉県,2510,69560.0,3.61
千葉県,1823,29417.0,6.2
東京都,13713,199758.0,6.86
神奈川県,2663,18625.0,14.3
新潟県,119,6713.0,1.77
富山県,248,5509.0,4.5
石川県,323,3323.0,9.72
福井県,142,5005.0,2.84
山梨県,103,7435.0,1.39
長野県,119,7992.0,1.49
岐阜県,362,10950.0,3.31
静岡県,309,14199.0,2.18
愛知県,2143,25979.0,8.25
三重県,124,4624.0,2.68
滋賀県,202,4542.0,4.45
京都府,826,19088.0,4.33
大阪府,4527,77782.0,5.82
兵庫県,1312,27807.0,4.72
奈良県,272,8733.0,3.11
和歌山県,169,6401.0,2.64
鳥取県,18,3218.0,0.56
島根県,29,2973.0,0.98
岡山県,91,3122.0,2.91
広島県,357,12799.0,2.79
山口県,58,4091.0,1.42
徳島県,28,2056.0,1.36
香川県,46,4782.0,0.96
愛媛県,99,3076.0,3.22
高知県,82,2298.0,3.57
福岡県,2192,26370.0,8.31
佐賀県,102,2609.0,3.91
長崎県,117,7539.0,1.55
熊本県,243,6388.0,3.8
大分県,68,6956.0,0.98
宮崎県,157,5088.0,3.09
鹿児島県,256,10999.0,2.33
沖縄県,554,9200.0,6.02
