pref,Positive,Tested,Percent
滋賀県,24,409.0,5.87
京都府,149,1787.0,8.34
大阪府,525,1792.0,29.3
兵庫県,216,3327.0,6.49
奈良県,30,482.0,6.22
和歌山県,29,1756.0,1.65
鳥取県,0,258.0,0.0
島根県,0,185.0,0.0
岡山県,15,534.0,2.81
広島県,23,1486.0,1.55
山口県,17,513.0,3.31
徳島県,3,206.0,1.46
香川県,3,415.0,0.72
愛媛県,25,450.0,5.56
高知県,37,646.0,5.73
福岡県,161,3106.0,5.18
佐賀県,11,271.0,4.06
長崎県,12,813.0,1.48
熊本県,23,1552.0,1.48
大分県,41,1907.0,2.15
宮崎県,12,498.0,2.41
鹿児島県,3,483.0,0.62
沖縄県,32,588.0,5.44
北海道,208,2488.0,8.36
青森県,12,260.0,4.62
岩手県,0,119.0,0.0
宮城県,34,558.0,6.09
秋田県,11,463.0,2.38
山形県,22,663.0,3.32
福島県,29,412.0,7.04
茨城県,77,1927.0,4.0
栃木県,21,831.0,2.53
群馬県,29,1423.0,2.04
埼玉県,242,1839.0,13.16
千葉県,317,1500.0,21.13
東京都,1347,4992.0,26.98
神奈川県,327,2203.0,14.84
新潟県,37,1462.0,2.53
富山県,14,499.0,2.81
石川県,66,472.0,13.98
福井県,67,407.0,16.46
山梨県,22,887.0,2.48
長野県,19,783.0,2.43
岐阜県,69,1046.0,6.6
静岡県,15,1295.0,1.16
愛知県,278,3467.0,8.02
三重県,13,824.0,1.58
