pref,Positive,Tested,Percent
北海道,5494,108980.0,5.04
青森県,279,6182.0,4.51
岩手県,75,6491.0,1.16
宮城県,988,16359.0,6.04
秋田県,73,2872.0,2.54
山形県,98,7037.0,1.39
福島県,438,35528.0,1.23
茨城県,977,14972.0,6.53
栃木県,517,48552.0,1.06
群馬県,961,33002.0,2.91
埼玉県,6908,208239.0,3.32
千葉県,5858,146179.0,4.01
東京都,34931,673255.0,5.19
神奈川県,10216,225019.0,4.54
新潟県,226,19877.0,1.14
富山県,428,15472.0,2.77
石川県,830,19744.0,4.2
福井県,274,12283.0,2.23
山梨県,283,12678.0,2.23
⾧野県,471,26206.0,1.8
岐阜県,823,29514.0,2.79
静岡県,894,48984.0,1.83
愛知県,7701,114785.0,6.71
三重県,621,17127.0,3.63
滋賀県,672,14966.0,4.49
京都府,2296,57297.0,4.01
大阪府,15494,272190.0,5.69
兵庫県,3974,78033.0,5.09
奈良県,858,28118.0,3.05
和歌山県,333,11350.0,2.93
鳥取県,52,6145.0,0.85
島根県,141,6354.0,2.22
岡山県,399,14762.0,2.7
広島県,701,30258.0,2.32
山口県,267,12510.0,2.13
徳島県,171,7665.0,2.23
香川県,115,15083.0,0.76
愛媛県,130,4643.0,2.8
高知県,144,3690.0,3.9
福岡県,5387,180556.0,2.98
佐賀県,279,8136.0,3.43
⾧崎県,251,24657.0,1.02
熊本県,915,21896.0,4.18
大分県,168,23108.0,0.73
宮崎県,374,8836.0,4.23
鹿児島県,558,24895.0,2.24
沖縄県,3768,65248.0,5.77
