pref,Positive,Tested,Percent
北海道,1222,20326.0,6.01
青森県,27,971.0,2.78
岩手県,0,918.0,0.0
宮城県,92,3682.0,2.5
秋田県,16,990.0,1.62
山形県,69,2533.0,2.72
福島県,82,6613.0,1.24
茨城県,173,5235.0,3.3
栃木県,69,6954.0,0.99
群馬県,152,4921.0,3.09
埼玉県,1109,33238.0,3.34
千葉県,949,18047.0,5.26
東京都,6114,77406.0,7.9
神奈川県,1464,12347.0,11.86
新潟県,84,4860.0,1.73
富山県,227,3896.0,5.83
石川県,300,2898.0,10.35
福井県,122,3372.0,3.62
山梨県,72,5495.0,1.31
長野県,77,3255.0,2.37
岐阜県,156,5128.0,3.04
静岡県,80,7324.0,1.09
愛知県,523,12445.0,4.2
三重県,46,2854.0,1.61
滋賀県,101,2344.0,4.31
京都府,366,9896.0,3.7
大阪府,1816,39970.0,4.54
兵庫県,705,14671.0,4.81
奈良県,92,3760.0,2.45
和歌山県,64,3978.0,1.61
鳥取県,3,1477.0,0.2
島根県,24,1239.0,1.94
岡山県,26,1920.0,1.35
広島県,168,7744.0,2.17
山口県,37,2243.0,1.65
徳島県,6,890.0,0.67
香川県,28,2646.0,1.06
愛媛県,82,2586.0,3.17
高知県,74,1969.0,3.76
福岡県,845,16166.0,5.23
佐賀県,47,1615.0,2.91
長崎県,17,3198.0,0.53
熊本県,49,4234.0,1.16
大分県,60,4807.0,1.25
宮崎県,17,1549.0,1.1
鹿児島県,11,2561.0,0.43
沖縄県,142,3015.0,4.71
