pref,Positive,Tested,Percent
北海道,12495,218395.0,5.72
青森県,403,8756.0,4.6
岩手県,343,13209.0,2.6
宮城県,1831,23979.0,7.64
秋田県,104,3973.0,2.62
山形県,334,9710.0,3.44
福島県,782,51674.0,1.51
茨城県,2187,18369.0,11.91
栃木県,1106,67312.0,1.64
群馬県,2001,49380.0,4.05
埼玉県,12215,295862.0,4.13
千葉県,9466,209691.0,4.51
東京都,53130,934315.0,5.69
神奈川県,17732,326214.0,5.44
新潟県,457,26210.0,1.74
富山県,507,20661.0,2.45
石川県,980,27787.0,3.53
福井県,338,18049.0,1.87
山梨県,492,14369.0,3.42
長野県,1061,42671.0,2.49
岐阜県,1839,58989.0,3.12
静岡県,2440,85933.0,2.84
愛知県,14409,182125.0,7.91
三重県,1176,26913.0,4.37
滋賀県,969,34536.0,2.81
京都府,3910,84619.0,4.62
大阪府,27812,425696.0,6.53
兵庫県,8438,125928.0,6.7
奈良県,1749,44508.0,3.93
和歌山県,590,15944.0,3.7
鳥取県,74,21917.0,0.34
島根県,186,8556.0,2.17
岡山県,1159,27231.0,4.26
広島県,2454,62654.0,3.92
山口県,486,24734.0,1.96
徳島県,194,14474.0,1.34
香川県,231,21148.0,1.09
愛媛県,382,10895.0,3.51
高知県,573,5430.0,10.55
福岡県,7547,243185.0,3.1
佐賀県,424,14049.0,3.02
長崎県,445,35880.0,1.24
熊本県,1516,31757.0,4.77
大分県,587,38839.0,1.51
宮崎県,677,11916.0,5.68
鹿児島県,890,35196.0,2.53
沖縄県,5047,84891.0,5.95
