pref,Positive,Tested,Percent
滋賀県,100,2039.0,4.9
京都府,360,8953.0,4.02
大阪府,1786,34808.0,5.13
兵庫県,699,11834.0,5.91
奈良県,92,3240.0,2.84
和歌山県,63,3831.0,1.64
鳥取県,3,1419.0,0.21
島根県,24,1190.0,2.02
岡山県,25,1809.0,1.38
広島県,168,7393.0,2.27
山口県,37,1914.0,1.93
徳島県,5,806.0,0.62
香川県,28,2365.0,1.18
愛媛県,82,2510.0,3.27
高知県,74,1879.0,3.94
福岡県,812,14691.0,5.53
佐賀県,47,1531.0,3.07
長崎県,17,3006.0,0.57
熊本県,48,4092.0,1.17
大分県,60,4364.0,1.37
宮崎県,17,1470.0,1.16
鹿児島県,11,2163.0,0.51
沖縄県,142,2940.0,4.83
北海道,1144,16866.0,6.78
青森県,27,907.0,2.98
岩手県,0,776.0,0.0
宮城県,88,3253.0,2.71
秋田県,16,962.0,1.66
山形県,69,2474.0,2.79
福島県,81,5454.0,1.49
茨城県,168,5005.0,3.36
栃木県,66,5375.0,1.23
群馬県,151,4285.0,3.52
埼玉県,1019,26579.0,3.83
千葉県,918,16146.0,5.69
東京都,5473,16351.0,33.47
神奈川県,1402,11129.0,12.6
新潟県,83,4553.0,1.82
富山県,227,3642.0,6.23
石川県,299,2824.0,10.59
福井県,122,2980.0,4.09
山梨県,69,4728.0,1.46
長野県,76,2983.0,2.55
岐阜県,153,4221.0,3.62
静岡県,77,3653.0,2.11
愛知県,513,11171.0,4.59
三重県,45,2620.0,1.72
