pref,Positive,Tested,Percent
滋賀県,179,4452.0,4.02
京都府,758,17749.0,4.27
大阪府,4252,72661.0,5.85
兵庫県,1220,26627.0,4.58
奈良県,256,8733.0,2.93
和歌山県,163,6274.0,2.6
鳥取県,16,2940.0,0.54
島根県,29,2940.0,0.99
岡山県,86,3046.0,2.82
広島県,329,11610.0,2.83
山口県,58,3929.0,1.48
徳島県,26,1882.0,1.38
香川県,46,4779.0,0.96
愛媛県,92,3022.0,3.04
高知県,80,2269.0,3.53
福岡県,1756,24697.0,7.11
佐賀県,90,2491.0,3.61
長崎県,89,6830.0,1.3
熊本県,217,6008.0,3.61
大分県,68,6881.0,0.99
宮崎県,121,4431.0,2.73
鹿児島県,252,10790.0,2.34
沖縄県,453,8338.0,5.43
北海道,1428,29114.0,4.9
青森県,32,1445.0,2.21
岩手県,4,1567.0,0.26
宮城県,160,5932.0,2.7
秋田県,18,1146.0,1.57
山形県,76,2911.0,2.61
福島県,89,9962.0,0.89
茨城県,294,7081.0,4.15
栃木県,195,13589.0,1.43
群馬県,191,8285.0,2.31
埼玉県,2387,66491.0,3.59
千葉県,1656,28022.0,5.91
東京都,12691,191114.0,6.64
神奈川県,2542,18126.0,14.02
新潟県,114,6530.0,1.75
富山県,243,5323.0,4.57
石川県,322,3283.0,9.81
福井県,139,4945.0,2.81
山梨県,94,7260.0,1.29
長野県,111,7279.0,1.52
岐阜県,344,10691.0,3.22
静岡県,269,13280.0,2.03
愛知県,1796,22910.0,7.84
三重県,101,4424.0,2.28
