pref,Positive,Tested,Percent
北海道,966,9160.0,10.55
青森県,27,767.0,3.52
岩手県,0,430.0,0.0
宮城県,88,2322.0,3.79
秋田県,16,898.0,1.78
山形県,69,2481.0,2.78
福島県,81,2562.0,3.16
茨城県,168,4008.0,4.19
栃木県,56,2535.0,2.21
群馬県,147,3119.0,4.71
埼玉県,970,13327.0,7.28
千葉県,885,12793.0,6.92
東京都,4987,13640.0,36.56
神奈川県,1193,2721.0,43.84
新潟県,82,3533.0,2.32
富山県,221,2858.0,7.73
石川県,283,2354.0,12.02
福井県,122,2139.0,5.7
山梨県,56,3027.0,1.85
長野県,75,2216.0,3.38
岐阜県,150,3526.0,4.25
静岡県,73,3165.0,2.31
愛知県,495,8492.0,5.83
三重県,45,2153.0,2.09
滋賀県,97,1490.0,6.51
京都府,352,5652.0,6.23
大阪府,1750,17308.0,10.11
兵庫県,694,9289.0,7.47
奈良県,90,2035.0,4.42
和歌山県,63,3392.0,1.86
鳥取県,3,1198.0,0.25
島根県,24,926.0,2.59
岡山県,25,1397.0,1.79
広島県,165,6051.0,2.73
山口県,37,1557.0,2.38
徳島県,5,635.0,0.79
香川県,28,1875.0,1.49
愛媛県,48,1284.0,3.74
高知県,74,1594.0,4.64
福岡県,655,11413.0,5.74
佐賀県,45,1265.0,3.56
長崎県,17,2405.0,0.71
熊本県,48,3547.0,1.35
大分県,60,3540.0,1.69
宮崎県,17,1250.0,1.36
鹿児島県,11,1544.0,0.71
沖縄県,142,2535.0,5.6
