pref,Positive,Tested,Percent
滋賀県,524,13298.0,3.94
京都府,1907,48126.0,3.96
大阪府,11514,212793.0,5.41
兵庫県,2995,63557.0,4.71
奈良県,613,23057.0,2.66
和歌山県,255,9924.0,2.57
鳥取県,36,5548.0,0.65
島根県,140,6023.0,2.32
岡山県,173,8654.0,2.0
広島県,649,25370.0,2.56
山口県,209,10947.0,1.91
徳島県,158,7188.0,2.2
香川県,99,12432.0,0.8
愛媛県,116,4240.0,2.74
高知県,140,3586.0,3.9
福岡県,5139,150735.0,3.41
佐賀県,252,6545.0,3.85
長崎県,241,20757.0,1.16
熊本県,744,18430.0,4.04
大分県,159,19203.0,0.83
宮崎県,366,8703.0,4.21
鹿児島県,463,21290.0,2.17
沖縄県,2918,47630.0,6.13
北海道,2518,69832.0,3.61
青森県,104,3071.0,3.39
岩手県,26,4874.0,0.53
宮城県,524,12291.0,4.26
秋田県,59,2361.0,2.5
山形県,81,5338.0,1.52
福島県,362,24897.0,1.45
茨城県,728,13174.0,5.53
栃木県,465,34469.0,1.35
群馬県,774,26336.0,2.94
埼玉県,5371,163381.0,3.29
千葉県,4530,111109.0,4.08
東京都,28971,535672.0,5.41
神奈川県,7942,178657.0,4.45
新潟県,180,16849.0,1.07
富山県,423,13903.0,3.04
石川県,795,15397.0,5.16
福井県,256,10331.0,2.48
山梨県,199,11173.0,1.78
長野県,326,20863.0,1.56
岐阜県,642,24987.0,2.57
静岡県,575,39100.0,1.47
愛知県,5664,88963.0,6.37
三重県,549,14646.0,3.75
