pref,Positive,Tested,Percent
滋賀県,535,13549.0,3.95
京都府,1958,50753.0,3.86
大阪府,11880,221805.0,5.36
兵庫県,3056,65340.0,4.68
奈良県,624,23806.0,2.62
和歌山県,268,10148.0,2.64
鳥取県,35,5578.0,0.63
島根県,140,6085.0,2.3
岡山県,194,10217.0,1.9
広島県,651,26568.0,2.45
山口県,213,11384.0,1.87
徳島県,164,7364.0,2.23
香川県,101,12904.0,0.78
愛媛県,116,4293.0,2.7
高知県,140,3603.0,3.89
福岡県,5174,156615.0,3.3
佐賀県,253,6890.0,3.67
長崎県,242,21431.0,1.13
熊本県,767,18924.0,4.05
大分県,159,19950.0,0.8
宮崎県,366,8741.0,4.19
鹿児島県,463,21698.0,2.13
沖縄県,3094,51072.0,6.06
北海道,2652,73414.0,3.61
青森県,150,3633.0,4.13
岩手県,27,5134.0,0.53
宮城県,545,12763.0,4.27
秋田県,61,2448.0,2.49
山形県,84,5758.0,1.46
福島県,379,26962.0,1.41
茨城県,737,13525.0,5.45
栃木県,476,35101.0,1.36
群馬県,839,27505.0,3.05
埼玉県,5561,173925.0,3.2
千葉県,4734,119191.0,3.97
東京都,29706,563985.0,5.27
神奈川県,8246,187119.0,4.41
新潟県,180,17268.0,1.04
富山県,422,14261.0,2.96
石川県,798,16055.0,4.97
福井県,256,10775.0,2.38
山梨県,203,11373.0,1.78
長野県,330,22077.0,1.49
岐阜県,668,25757.0,2.59
静岡県,588,40885.0,1.44
愛知県,5768,92555.0,6.23
三重県,554,15371.0,3.6
