pref,Positive,Tested,Percent
北海道,3205,83712.0,3.83
青森県,244,5157.0,4.73
岩手県,27,5339.0,0.51
宮城県,742,14294.0,5.19
秋田県,64,2503.0,2.56
山形県,86,6231.0,1.38
福島県,389,29518.0,1.32
茨城県,773,13982.0,5.53
栃木県,490,42416.0,1.16
群馬県,902,29473.0,3.06
埼玉県,5915,187511.0,3.15
千葉県,5079,128000.0,3.97
東京都,31293,604642.0,5.18
神奈川県,8799,203062.0,4.33
新潟県,184,17915.0,1.03
富山県,423,14541.0,2.91
石川県,812,17426.0,4.66
福井県,257,11100.0,2.32
山梨県,216,11769.0,1.84
⾧野県,344,23290.0,1.48
岐阜県,693,26990.0,2.57
静岡県,661,43590.0,1.52
愛知県,6275,100228.0,6.26
三重県,568,15683.0,3.62
滋賀県,557,14505.0,3.84
京都府,2061,52973.0,3.89
大阪府,12876,237923.0,5.41
兵庫県,3265,69217.0,4.72
奈良県,664,24985.0,2.66
和歌山県,277,10448.0,2.65
鳥取県,38,5775.0,0.66
島根県,141,6281.0,2.24
岡山県,291,11198.0,2.6
広島県,662,27820.0,2.38
山口県,213,11931.0,1.79
徳島県,164,7495.0,2.19
香川県,101,13601.0,0.74
愛媛県,116,4392.0,2.64
高知県,144,3650.0,3.95
福岡県,5236,165588.0,3.16
佐賀県,256,7117.0,3.6
⾧崎県,244,22786.0,1.07
熊本県,808,19632.0,4.12
大分県,159,20997.0,0.76
宮崎県,367,8799.0,4.17
鹿児島県,475,22533.0,2.11
沖縄県,3373,58991.0,5.72
