pref,Positive,Tested,Percent
滋賀県,441,8692.0,5.07
京都府,1401,29864.0,4.69
大阪府,8429,132000.0,6.39
兵庫県,2235,43308.0,5.16
奈良県,510,12972.0,3.93
和歌山県,230,8534.0,2.7
鳥取県,22,4530.0,0.49
島根県,137,4834.0,2.83
岡山県,145,5880.0,2.47
広島県,456,17447.0,2.61
山口県,158,6570.0,2.4
徳島県,128,5644.0,2.27
香川県,77,7877.0,0.98
愛媛県,114,3769.0,3.02
高知県,124,2944.0,4.21
福岡県,4412,39841.0,11.07
佐賀県,237,5023.0,4.72
長崎県,229,14101.0,1.62
熊本県,509,10992.0,4.63
大分県,144,12052.0,1.19
宮崎県,333,7943.0,4.19
鹿児島県,359,15116.0,2.37
沖縄県,2084,22979.0,9.07
北海道,1760,42955.0,4.1
青森県,35,1982.0,1.77
岩手県,19,2900.0,0.66
宮城県,198,7673.0,2.58
秋田県,49,1749.0,2.8
山形県,77,3094.0,2.49
福島県,157,14323.0,1.1
茨城県,542,10496.0,5.16
栃木県,303,21784.0,1.39
群馬県,434,13994.0,3.1
埼玉県,3862,104261.0,3.7
千葉県,2994,54290.0,5.51
東京都,20569,316316.0,6.5
神奈川県,4848,110988.0,4.37
新潟県,142,12409.0,1.14
富山県,379,7417.0,5.11
石川県,620,7933.0,7.82
福井県,211,7427.0,2.84
山梨県,172,9415.0,1.83
長野県,237,13673.0,1.73
岐阜県,555,17893.0,3.1
静岡県,478,24082.0,1.98
愛知県,4412,51517.0,8.56
三重県,365,9496.0,3.84
