pref,Positive,Tested,Percent
滋賀県,100,1804.0,5.54
京都府,358,7846.0,4.56
大阪府,1782,30162.0,5.91
兵庫県,699,10942.0,6.39
奈良県,92,2545.0,3.61
和歌山県,63,3657.0,1.72
鳥取県,3,1321.0,0.23
島根県,24,1099.0,2.18
岡山県,25,1677.0,1.49
広島県,167,6885.0,2.43
山口県,37,1674.0,2.21
徳島県,5,726.0,0.69
香川県,28,2155.0,1.3
愛媛県,82,2046.0,4.01
高知県,74,1770.0,4.18
福岡県,682,12107.0,5.63
佐賀県,47,1398.0,3.36
長崎県,17,2715.0,0.63
熊本県,48,3885.0,1.24
大分県,60,3927.0,1.53
宮崎県,17,1363.0,1.25
鹿児島県,10,1852.0,0.54
沖縄県,142,2843.0,4.99
北海道,1071,12982.0,8.25
青森県,27,843.0,3.2
岩手県,0,637.0,0.0
宮城県,88,2884.0,3.05
秋田県,16,931.0,1.72
山形県,69,2644.0,2.61
福島県,81,4186.0,1.94
茨城県,168,4601.0,3.65
栃木県,65,3674.0,1.77
群馬県,149,3575.0,4.17
埼玉県,1002,20156.0,4.97
千葉県,906,14284.0,6.34
東京都,5195,14936.0,34.78
神奈川県,1341,9225.0,14.54
新潟県,83,4121.0,2.01
富山県,227,3133.0,7.25
石川県,297,2667.0,11.14
福井県,122,2565.0,4.76
山梨県,60,3842.0,1.56
長野県,76,2662.0,2.85
岐阜県,150,3496.0,4.29
静岡県,76,3491.0,2.18
愛知県,507,9920.0,5.11
三重県,45,2480.0,1.81
