pref,Positive,Tested,Percent
滋賀県,100,1852.0,5.4
京都府,358,7933.0,4.51
大阪府,1782,30951.0,5.76
兵庫県,699,11067.0,6.32
奈良県,92,2545.0,3.61
和歌山県,63,3684.0,1.71
鳥取県,3,1336.0,0.22
島根県,24,1121.0,2.14
岡山県,25,1698.0,1.47
広島県,167,6907.0,2.42
山口県,37,1696.0,2.18
徳島県,5,739.0,0.68
香川県,28,2178.0,1.29
愛媛県,82,2074.0,3.95
高知県,74,1785.0,4.15
福岡県,729,12444.0,5.86
佐賀県,47,1410.0,3.33
長崎県,17,2754.0,0.62
熊本県,48,3911.0,1.23
大分県,60,3980.0,1.51
宮崎県,17,1368.0,1.24
鹿児島県,10,1859.0,0.54
沖縄県,142,2852.0,4.98
北海道,1081,13628.0,7.93
青森県,27,850.0,3.18
岩手県,0,662.0,0.0
宮城県,88,2923.0,3.01
秋田県,16,933.0,1.71
山形県,69,2656.0,2.6
福島県,81,4431.0,1.83
茨城県,168,4628.0,3.63
栃木県,65,3843.0,1.69
群馬県,149,3632.0,4.1
埼玉県,1003,20686.0,4.85
千葉県,907,14547.0,6.23
東京都,5231,15005.0,34.86
神奈川県,1359,9446.0,14.39
新潟県,83,4174.0,1.99
富山県,227,3144.0,7.22
石川県,298,2713.0,10.98
福井県,122,2619.0,4.66
山梨県,64,3877.0,1.65
長野県,76,2701.0,2.81
岐阜県,150,3600.0,4.17
静岡県,76,3517.0,2.16
愛知県,507,9970.0,5.09
三重県,45,2495.0,1.8
