pref,Positive,Tested,Percent
滋賀県,71,760.0,9.34
京都府,251,2565.0,9.79
大阪府,1212,4535.0,26.73
兵庫県,513,5280.0,9.72
奈良県,62,777.0,7.98
和歌山県,46,2312.0,1.99
鳥取県,3,543.0,0.55
島根県,16,680.0,2.35
岡山県,19,887.0,2.14
広島県,132,3010.0,4.39
山口県,30,1049.0,2.86
徳島県,3,336.0,0.89
香川県,25,967.0,2.59
愛媛県,45,708.0,6.36
高知県,68,1131.0,6.01
福岡県,516,6447.0,8.0
佐賀県,17,594.0,2.86
長崎県,17,1325.0,1.28
熊本県,39,2274.0,1.72
大分県,54,2426.0,2.23
宮崎県,17,841.0,2.02
鹿児島県,8,734.0,1.09
沖縄県,110,1213.0,9.07
北海道,434,3987.0,10.89
青森県,22,494.0,4.45
岩手県,0,234.0,0.0
宮城県,83,1203.0,6.9
秋田県,16,706.0,2.27
山形県,61,1415.0,4.31
福島県,62,1075.0,5.77
茨城県,139,3159.0,4.4
栃木県,46,1330.0,3.46
群馬県,122,1973.0,6.18
埼玉県,642,4618.0,13.9
千葉県,661,3411.0,19.38
東京都,3095,7726.0,40.06
神奈川県,784,3912.0,20.04
新潟県,56,2024.0,2.77
富山県,92,1274.0,7.22
石川県,178,977.0,18.22
福井県,112,955.0,11.73
山梨県,49,1435.0,3.41
長野県,52,1273.0,4.08
岐阜県,139,1892.0,7.35
静岡県,52,2040.0,2.55
愛知県,401,5175.0,7.75
三重県,36,1144.0,3.15
