pref,Positive,Tested,Percent
滋賀県,6,138.0,4.35
京都府,32,996.0,3.21
大阪府,157,362.0,43.37
兵庫県,118,2031.0,5.81
奈良県,9,231.0,3.9
和歌山県,17,1405.0,1.21
鳥取県,0,141.0,0.0
島根県,0,109.0,0.0
岡山県,1,243.0,0.41
広島県,4,722.0,0.55
山口県,6,210.0,2.86
徳島県,1,104.0,0.96
香川県,1,191.0,0.52
愛媛県,3,223.0,1.35
高知県,12,314.0,3.82
福岡県,11,777.0,1.42
佐賀県,1,124.0,0.81
長崎県,2,279.0,0.72
熊本県,8,595.0,1.34
大分県,25,1389.0,1.8
宮崎県,3,235.0,1.28
鹿児島県,1,215.0,0.47
沖縄県,4,285.0,1.4
北海道,168,1929.0,8.71
青森県,6,116.0,5.17
岩手県,0,44.0,0.0
宮城県,2,180.0,1.11
秋田県,2,207.0,0.97
山形県,0,165.0,0.0
福島県,2,177.0,1.13
茨城県,10,716.0,1.4
栃木県,10,343.0,2.92
群馬県,14,241.0,5.81
埼玉県,66,1033.0,6.39
千葉県,56,108.0,51.85
東京都,265,2182.0,12.14
神奈川県,89,218.0,40.83
新潟県,29,920.0,3.15
富山県,0,69.0,0.0
石川県,8,195.0,4.1
福井県,6,119.0,5.04
山梨県,4,401.0,1.0
長野県,5,371.0,1.35
岐阜県,16,374.0,4.28
静岡県,3,645.0,0.47
愛知県,157,2204.0,7.12
三重県,9,387.0,2.33
