pref,Positive,Tested,Percent
滋賀県,563,14528.0,3.88
京都府,2081,53884.0,3.86
大阪府,13191,242761.0,5.43
兵庫県,3327,70081.0,4.75
奈良県,679,25178.0,2.7
和歌山県,278,10513.0,2.64
鳥取県,38,5784.0,0.66
島根県,141,6281.0,2.24
岡山県,309,11198.0,2.76
広島県,663,28179.0,2.35
山口県,215,11960.0,1.8
徳島県,164,7520.0,2.18
香川県,102,13732.0,0.74
愛媛県,116,4406.0,2.63
高知県,144,3651.0,3.94
福岡県,5246,167340.0,3.13
佐賀県,266,7350.0,3.62
⾧崎県,245,23010.0,1.06
熊本県,824,19986.0,4.12
大分県,159,21275.0,0.75
宮崎県,371,8803.0,4.21
鹿児島県,488,22896.0,2.13
沖縄県,3408,59589.0,5.72
北海道,3372,85892.0,3.93
青森県,256,5350.0,4.79
岩手県,29,5410.0,0.54
宮城県,788,14577.0,5.41
秋田県,64,2585.0,2.48
山形県,86,6330.0,1.36
福島県,401,29997.0,1.34
茨城県,779,14025.0,5.55
栃木県,493,44009.0,1.12
群馬県,910,29852.0,3.05
埼玉県,5986,189663.0,3.16
千葉県,5149,128861.0,4.0
東京都,31624,607855.0,5.2
神奈川県,8912,205488.0,4.34
新潟県,184,18006.0,1.02
富山県,423,14656.0,2.89
石川県,813,17770.0,4.58
福井県,257,11164.0,2.3
山梨県,218,11867.0,1.84
⾧野県,350,23785.0,1.47
岐阜県,700,27237.0,2.57
静岡県,680,44121.0,1.54
愛知県,6404,102238.0,6.26
三重県,574,15683.0,3.66
