pref,Positive,Tested,Percent
北海道,152,1462.0,10.4
青森県,0,72.0,0.0
岩手県,0,24.0,0.0
宮城県,1,129.0,0.78
秋田県,2,103.0,1.94
山形県,0,112.0,0.0
福島県,2,116.0,1.72
茨城県,0,419.0,0.0
栃木県,2,221.0,0.9
群馬県,6,234.0,2.56
埼玉県,28,584.0,4.79
千葉県,31,979.0,3.17
東京都,96,1524.0,6.3
神奈川県,54,,
新潟県,14,,
富山県,0,48.0,0.0
石川県,7,156.0,4.49
福井県,0,79.0,0.0
山梨県,2,294.0,0.68
長野県,4,280.0,1.43
岐阜県,2,249.0,0.8
静岡県,3,,
愛知県,123,847.0,14.52
三重県,8,257.0,3.11
滋賀県,3,107.0,2.8
京都府,17,741.0,2.29
大阪府,109,,
兵庫県,81,874.0,9.27
奈良県,8,143.0,5.59
和歌山県,15,1040.0,1.44
鳥取県,0,95.0,0.0
島根県,0,82.0,0.0
岡山県,0,160.0,0.0
広島県,1,463.0,0.22
山口県,3,138.0,2.17
徳島県,1,73.0,1.37
香川県,0,102.0,0.0
愛媛県,2,166.0,1.2
高知県,12,246.0,4.88
福岡県,3,578.0,0.52
佐賀県,1,82.0,1.22
長崎県,1,173.0,0.58
熊本県,6,393.0,1.53
大分県,1,153.0,0.65
宮崎県,1,114.0,0.88
鹿児島県,0,,
沖縄県,3,210.0,1.43
