pref,Positive,Tested,Percent
北海道,914,7054.0,12.96
青森県,26,643.0,4.04
岩手県,0,384.0,0.0
宮城県,88,1910.0,4.61
秋田県,16,852.0,1.88
山形県,69,2246.0,3.07
福島県,79,2094.0,3.77
茨城県,168,4835.0,3.47
栃木県,54,2015.0,2.68
群馬県,147146,2596.0,5668.18
埼玉県,909,9324.0,9.75
千葉県,837,6374.0,13.13
東京都,4765,12841.0,37.11
神奈川県,1132,6002.0,18.86
新潟県,78,3044.0,2.56
富山県,219,2392.0,9.16
石川県,271,1977.0,13.71
福井県,122,1771.0,6.89
山梨県,56,2358.0,2.37
長野県,73,1818.0,4.02
岐阜県,150,2404.0,6.24
静岡県,73,2780.0,2.63
愛知県,498,7846.0,6.35
三重県,45,1938.0,2.32
滋賀県,98,1314.0,7.46
京都府,341,4343.0,7.85
大阪府,1704,12492.0,13.64
兵庫県,676,8358.0,8.09
奈良県,88,1605.0,5.48
和歌山県,62,3077.0,2.01
鳥取県,3,1124.0,0.27
島根県,24,830.0,2.89
岡山県,23,1131.0,2.03
広島県,162,5433.0,2.98
山口県,37,1290.0,2.87
徳島県,5,469.0,1.07
香川県,28,1739.0,1.61
愛媛県,48,1116.0,4.3
高知県,74,1520.0,4.87
福岡県,651,9400.0,6.93
佐賀県,45,1077.0,4.18
長崎県,17,2050.0,0.83
熊本県,47,3178.0,1.48
大分県,60,3175.0,1.89
宮崎県,17,1122.0,1.52
鹿児島県,10,1287.0,0.78
沖縄県,142,2312.0,6.14
