pref,Positive,Tested,Percent
北海道,1039,12072.0,8.61
青森県,27,813.0,3.32
岩手県,0,602.0,0.0
宮城県,88,2835.0,3.1
秋田県,16,920.0,1.74
山形県,69,2620.0,2.63
福島県,81,3840.0,2.11
茨城県,168,4469.0,3.76
栃木県,64,3433.0,1.86
群馬県,149,3449.0,4.32
埼玉県,999,18197.0,5.49
千葉県,904,13872.0,6.52
東京都,5152,14653.0,35.16
神奈川県,1322,8780.0,15.06
新潟県,83,3994.0,2.08
富山県,227,3067.0,7.4
石川県,295,2612.0,11.29
福井県,122,2474.0,4.93
山梨県,60,3602.0,1.67
⾧野県,76,2589.0,2.94
岐阜県,150,3195.0,4.69
静岡県,75,3423.0,2.19
愛知県,506,9525.0,5.31
三重県,45,2456.0,1.83
滋賀県,100,1718.0,5.82
京都府,358,7493.0,4.78
大阪府,1781,28565.0,6.23
兵庫県,699,10688.0,6.54
奈良県,91,2754.0,3.3
和歌山県,63,3624.0,1.74
鳥取県,3,1301.0,0.23
島根県,24,1083.0,2.22
岡山県,25,1646.0,1.52
広島県,167,6696.0,2.49
山口県,37,1656.0,2.23
徳島県,5,708.0,0.71
香川県,28,2094.0,1.34
愛媛県,80,1912.0,4.18
高知県,74,1749.0,4.23
福岡県,662,11819.0,5.6
佐賀県,47,1377.0,3.41
⾧崎県,17,2655.0,0.64
熊本県,48,3851.0,1.25
大分県,60,3836.0,1.56
宮崎県,17,1339.0,1.27
鹿児島県,10,1685.0,0.59
沖縄県,142,2821.0,5.03
