pref,Positive,Tested,Percent
滋賀県,539,13774.0,3.91
京都府,1974,51461.0,3.84
大阪府,12089,225514.0,5.36
兵庫県,3142,66553.0,4.72
奈良県,626,24077.0,2.6
和歌山県,272,10282.0,2.65
鳥取県,37,5679.0,0.65
島根県,141,6127.0,2.3
岡山県,206,10217.0,2.02
広島県,656,26970.0,2.43
山口県,213,11623.0,1.83
徳島県,164,7416.0,2.21
香川県,101,13053.0,0.77
愛媛県,116,4305.0,2.69
高知県,142,3614.0,3.93
福岡県,5189,158630.0,3.27
佐賀県,254,6936.0,3.66
長崎県,244,21684.0,1.13
熊本県,769,19076.0,4.03
大分県,159,20118.0,0.79
宮崎県,367,8758.0,4.19
鹿児島県,463,21808.0,2.12
沖縄県,3194,53755.0,5.94
北海道,2804,76018.0,3.69
青森県,187,4211.0,4.44
岩手県,27,5189.0,0.52
宮城県,602,13266.0,4.54
秋田県,61,2455.0,2.48
山形県,84,5869.0,1.43
福島県,386,27702.0,1.39
茨城県,743,13569.0,5.48
栃木県,477,35163.0,1.36
群馬県,870,27925.0,3.12
埼玉県,5653,176782.0,3.2
千葉県,4836,121264.0,3.99
東京都,30127,575136.0,5.24
神奈川県,8389,191586.0,4.38
新潟県,182,17373.0,1.05
富山県,422,14298.0,2.95
石川県,799,16239.0,4.92
福井県,256,10912.0,2.35
山梨県,203,11459.0,1.77
長野県,334,22342.0,1.49
岐阜県,672,26149.0,2.57
静岡県,596,41298.0,1.44
愛知県,5869,93722.0,6.26
三重県,555,15441.0,3.59
