pref,Positive,Tested,Percent
北海道,1910,51755.0,3.69
青森県,35,2282.0,1.53
岩手県,23,3860.0,0.6
宮城県,346,9357.0,3.7
秋田県,51,1964.0,2.6
山形県,78,5024.0,1.55
福島県,218,18238.0,1.2
茨城県,622,12026.0,5.17
栃木県,376,27064.0,1.39
群馬県,629,18736.0,3.36
埼玉県,4394,130796.0,3.36
千葉県,3556,73265.0,4.85
東京都,23828,408414.0,5.83
神奈川県,6255,138519.0,4.52
新潟県,161,14500.0,1.11
富山県,409,11364.0,3.6
石川県,744,11545.0,6.44
福井県,244,9433.0,2.59
山梨県,180,10263.0,1.75
長野県,299,17873.0,1.67
岐阜県,596,21023.0,2.83
静岡県,517,31367.0,1.65
愛知県,4999,67306.0,7.43
三重県,467,11609.0,4.02
滋賀県,476,10980.0,4.34
京都府,1659,38110.0,4.35
大阪府,9920,167579.0,5.92
兵庫県,2537,51555.0,4.92
奈良県,551,19076.0,2.89
和歌山県,236,8987.0,2.63
鳥取県,35,4910.0,0.71
島根県,137,5281.0,2.59
岡山県,148,7861.0,1.88
広島県,474,19573.0,2.42
山口県,195,8727.0,2.23
徳島県,147,6723.0,2.19
香川県,93,10008.0,0.93
愛媛県,114,3973.0,2.87
高知県,137,3366.0,4.07
福岡県,4987,46075.0,10.82
佐賀県,244,5639.0,4.33
長崎県,236,16972.0,1.39
熊本県,571,15959.0,3.58
大分県,158,15282.0,1.03
宮崎県,344,8455.0,4.07
鹿児島県,376,17562.0,2.14
沖縄県,2322,35020.0,6.63
