pref,Positive,Tested,Percent
滋賀県,918,33083.0,2.77
京都府,3559,79776.0,4.46
大阪府,26787,410181.0,6.53
兵庫県,7973,121583.0,6.56
奈良県,1628,41712.0,3.9
和歌山県,573,15681.0,3.65
鳥取県,68,21073.0,0.32
島根県,179,8556.0,2.09
岡山県,971,27231.0,3.57
広島県,2108,56843.0,3.71
山口県,458,24734.0,1.85
徳島県,189,14249.0,1.33
香川県,206,20498.0,1.0
愛媛県,374,10840.0,3.45
高知県,478,5222.0,9.15
福岡県,7135,238294.0,2.99
佐賀県,409,13199.0,3.1
⾧崎県,352,32305.0,1.09
熊本県,1382,29520.0,4.68
大分県,566,37141.0,1.52
宮崎県,658,11569.0,5.69
鹿児島県,868,33826.0,2.57
沖縄県,4946,83408.0,5.93
北海道,12062,209646.0,5.75
青森県,390,8660.0,4.5
岩手県,330,12936.0,2.55
宮城県,1707,23482.0,7.27
秋田県,95,3878.0,2.45
山形県,302,9487.0,3.18
福島県,697,49033.0,1.42
茨城県,2117,18137.0,11.67
栃木県,1002,65415.0,1.53
群馬県,1897,46260.0,4.1
埼玉県,11514,280656.0,4.1
千葉県,8936,203597.0,4.39
東京都,50890,901556.0,5.64
神奈川県,16613,311376.0,5.34
新潟県,435,25657.0,1.7
富山県,487,19756.0,2.47
石川県,954,26803.0,3.56
福井県,337,17465.0,1.93
山梨県,467,14278.0,3.27
⾧野県,1033,40462.0,2.55
岐阜県,1718,56223.0,3.06
静岡県,2354,74303.0,3.17
愛知県,13737,170726.0,8.05
三重県,1131,26913.0,4.2
