pref,Positive,Tested,Percent
北海道,2460,68209.0,3.61
青森県,83,2975.0,2.79
岩手県,26,4874.0,0.53
宮城県,508,12111.0,4.19
秋田県,59,2361.0,2.5
山形県,81,5335.0,1.52
福島県,343,24370.0,1.41
茨城県,723,13174.0,5.49
栃木県,458,34074.0,1.34
群馬県,766,26175.0,2.93
埼玉県,5286,163004.0,3.24
千葉県,4473,110522.0,4.05
東京都,28604,532530.0,5.37
神奈川県,7843,178657.0,4.39
新潟県,180,16808.0,1.07
富山県,423,13903.0,3.04
石川県,788,15179.0,5.19
福井県,254,10331.0,2.46
山梨県,199,11173.0,1.78
長野県,323,20863.0,1.55
岐阜県,642,24856.0,2.58
静岡県,575,39100.0,1.47
愛知県,5615,87811.0,6.39
三重県,544,14558.0,3.74
滋賀県,520,13221.0,3.93
京都府,1907,48126.0,3.96
大阪府,11414,210358.0,5.43
兵庫県,2960,62910.0,4.71
奈良県,610,23057.0,2.65
和歌山県,254,9887.0,2.57
鳥取県,36,5548.0,0.65
島根県,140,6000.0,2.33
岡山県,170,8654.0,1.96
広島県,646,25370.0,2.55
山口県,209,10853.0,1.93
徳島県,149,7143.0,2.09
香川県,97,12231.0,0.79
愛媛県,116,4227.0,2.74
高知県,140,3565.0,3.93
福岡県,5138,149523.0,3.44
佐賀県,250,6431.0,3.89
長崎県,241,20608.0,1.17
熊本県,735,18258.0,4.03
大分県,159,19043.0,0.83
宮崎県,366,8703.0,4.21
鹿児島県,462,21290.0,2.17
沖縄県,2855,46732.0,6.11
