pref,Positive,Tested,Percent
滋賀県,384,7677.0,5.0
京都府,1243,26619.0,4.67
大阪府,7720,118261.0,6.53
兵庫県,2072,39318.0,5.27
奈良県,482,12714.0,3.79
和歌山県,225,8027.0,2.8
鳥取県,22,4447.0,0.49
島根県,134,4538.0,2.95
岡山県,135,5880.0,2.3
広島県,448,16687.0,2.68
山口県,107,5660.0,1.89
徳島県,104,4796.0,2.17
香川県,71,7095.0,1.0
愛媛県,113,3668.0,3.08
高知県,107,2722.0,3.93
福岡県,3987,36994.0,10.78
佐賀県,218,4425.0,4.93
長崎県,193,12264.0,1.57
熊本県,466,10001.0,4.66
大分県,138,10876.0,1.27
宮崎県,309,7335.0,4.21
鹿児島県,340,14082.0,2.41
沖縄県,1864,20747.0,8.98
北海道,1681,38536.0,4.36
青森県,33,1870.0,1.76
岩手県,11,2467.0,0.45
宮城県,191,7379.0,2.59
秋田県,45,1652.0,2.72
山形県,77,3041.0,2.53
福島県,124,12969.0,0.96
茨城県,498,9791.0,5.09
栃木県,288,19922.0,1.45
群馬県,374,11874.0,3.15
埼玉県,3531,97014.0,3.64
千葉県,2738,49257.0,5.56
東京都,19121,284343.0,6.72
神奈川県,4370,100213.0,4.36
新潟県,138,11719.0,1.18
富山県,338,6984.0,4.84
石川県,550,6344.0,8.67
福井県,161,6318.0,2.55
山梨県,162,9028.0,1.79
長野県,169,11944.0,1.41
岐阜県,538,16638.0,3.23
静岡県,433,21516.0,2.01
愛知県,4068,43307.0,9.39
三重県,331,8367.0,3.96
