pref,Positive,Tested,Percent
北海道,1189,18606.0,6.39
青森県,27,937.0,2.88
岩手県,0,837.0,0.0
宮城県,89,3398.0,2.62
秋田県,16,979.0,1.63
山形県,69,2496.0,2.76
福島県,82,5961.0,1.38
茨城県,168,5125.0,3.28
栃木県,66,6007.0,1.1
群馬県,151,4546.0,3.32
埼玉県,1027,29886.0,3.44
千葉県,922,17021.0,5.42
東京都,5709,64844.0,8.8
神奈川県,1428,11826.0,12.08
新潟県,84,4711.0,1.78
富山県,227,3787.0,5.99
石川県,299,2860.0,10.45
福井県,122,3159.0,3.86
山梨県,72,5175.0,1.39
長野県,77,3088.0,2.49
岐阜県,155,4638.0,3.34
静岡県,80,3744.0,2.14
愛知県,521,11750.0,4.43
三重県,46,2690.0,1.71
滋賀県,101,2172.0,4.65
京都府,363,9418.0,3.85
大阪府,1798,36938.0,4.87
兵庫県,699,13745.0,5.09
奈良県,92,3491.0,2.64
和歌山県,63,3883.0,1.62
鳥取県,3,1441.0,0.21
島根県,24,1208.0,1.99
岡山県,25,1860.0,1.34
広島県,168,7568.0,2.22
山口県,37,2045.0,1.81
徳島県,5,838.0,0.6
香川県,28,2467.0,1.13
愛媛県,82,2558.0,3.21
高知県,74,1917.0,3.86
福岡県,833,15320.0,5.44
佐賀県,47,1588.0,2.96
長崎県,17,3093.0,0.55
熊本県,48,4164.0,1.15
大分県,60,4556.0,1.32
宮崎県,17,1509.0,1.13
鹿児島県,11,2413.0,0.46
沖縄県,142,2986.0,4.76
