pref,Positive,Tested,Percent
滋賀県,636,14966.0,4.25
京都府,2187,55661.0,3.93
大阪府,14376,260477.0,5.52
兵庫県,3596,74219.0,4.85
奈良県,771,26732.0,2.88
和歌山県,298,10767.0,2.77
鳥取県,51,6039.0,0.84
島根県,141,6281.0,2.24
岡山県,348,14762.0,2.36
広島県,680,29297.0,2.32
山口県,233,12510.0,1.86
徳島県,170,7618.0,2.23
香川県,108,14533.0,0.74
愛媛県,117,4476.0,2.61
高知県,144,3684.0,3.91
福岡県,5328,175450.0,3.04
佐賀県,275,7879.0,3.49
長崎県,249,24030.0,1.04
熊本県,866,21157.0,4.09
大分県,162,22399.0,0.72
宮崎県,373,8829.0,4.22
鹿児島県,542,24227.0,2.24
沖縄県,3597,63313.0,5.68
北海道,4387,96113.0,4.56
青森県,275,6062.0,4.54
岩手県,33,5793.0,0.57
宮城県,892,15516.0,5.75
秋田県,68,2673.0,2.54
山形県,92,6856.0,1.34
福島県,419,34102.0,1.23
茨城県,854,14524.0,5.88
栃木県,505,47064.0,1.07
群馬県,937,31094.0,3.01
埼玉県,6479,203293.0,3.19
千葉県,5499,137855.0,3.99
東京都,33377,647611.0,5.15
神奈川県,9604,217129.0,4.42
新潟県,216,18840.0,1.15
富山県,425,15525.0,2.74
石川県,825,19143.0,4.31
福井県,268,11881.0,2.26
山梨県,257,12278.0,2.09
長野県,393,25014.0,1.57
岐阜県,765,28467.0,2.69
静岡県,787,46817.0,1.68
愛知県,7052,110598.0,6.38
三重県,603,16342.0,3.69
