pref,Positive,Tested,Percent
北海道,1351,25483.0,5.3
⻘森県,30,1297.0,2.31
岩手県,0,1279.0,0.0
宮城県,136,5177.0,2.63
秋田県,16,1048.0,1.53
山形県,75,2826.0,2.65
福島県,84,8639.0,0.97
茨城県,230,6329.0,3.63
栃木県,136,11119.0,1.22
群馬県,169,7106.0,2.38
埼玉県,1830,54741.0,3.34
千葉県,1333,24141.0,5.52
東京都,9816,147314.0,6.66
神奈川県,2039,15855.0,12.86
新潟県,90,5779.0,1.56
富山県,233,4855.0,4.8
石川県,306,3026.0,10.11
福井県,126,4234.0,2.98
山梨県,79,6617.0,1.19
⻑野県,86,5343.0,1.61
岐阜県,194,7528.0,2.58
静岡県,109,9608.0,1.13
愛知県,655,16041.0,4.08
三重県,58,3335.0,1.74
滋賀県,117,3359.0,3.48
京都府,566,14454.0,3.92
大阪府,2541,56462.0,4.5
兵庫県,841,19396.0,4.34
奈良県,163,5045.0,3.23
和歌山県,96,5105.0,1.88
鳥取県,5,2246.0,0.22
島根県,25,2010.0,1.24
岡山県,44,2398.0,1.83
広島県,213,9379.0,2.27
山口県,42,3319.0,1.27
徳島県,10,1440.0,0.69
香川県,44,3921.0,1.12
愛媛県,83,2743.0,3.03
高知県,76,2137.0,3.56
福岡県,1060,19537.0,5.43
佐賀県,49,1801.0,2.72
⻑崎県,44,5020.0,0.88
熊本県,51,4588.0,1.11
大分県,60,5819.0,1.03
宮崎県,20,1838.0,1.09
鹿児島県,172,8314.0,2.07
沖縄県,155,3777.0,4.1
⻑崎船その他県,149,,
