pref,Positive,Tested,Percent
滋賀県,514,12837.0,4.0
京都府,1809,45380.0,3.99
大阪府,11154,201310.0,5.54
兵庫県,2893,60792.0,4.76
奈良県,599,21963.0,2.73
和歌山県,249,9683.0,2.57
鳥取県,36,5528.0,0.65
島根県,140,5930.0,2.36
岡山県,163,8654.0,1.88
広島県,627,22098.0,2.84
山口県,209,10628.0,1.97
徳島県,149,7085.0,2.1
香川県,94,11526.0,0.82
愛媛県,115,4175.0,2.75
高知県,139,3540.0,3.93
福岡県,5101,143502.0,3.55
佐賀県,248,6282.0,3.95
長崎県,239,19903.0,1.2
熊本県,690,17694.0,3.9
大分県,158,18138.0,0.87
宮崎県,344,8656.0,3.97
鹿児島県,447,20254.0,2.21
沖縄県,2740,44353.0,6.18
北海道,2347,64209.0,3.66
青森県,37,2590.0,1.43
岩手県,24,4599.0,0.52
宮城県,484,11436.0,4.23
秋田県,59,2309.0,2.56
山形県,81,5283.0,1.53
福島県,314,22904.0,1.37
茨城県,709,12878.0,5.51
栃木県,445,33448.0,1.33
群馬県,759,24772.0,3.06
埼玉県,5082,152740.0,3.33
千葉県,4311,104962.0,4.11
東京都,27715,503424.0,5.51
神奈川県,7508,167935.0,4.47
新潟県,179,16249.0,1.1
富山県,422,13250.0,3.18
石川県,780,14384.0,5.42
福井県,249,10194.0,2.44
山梨県,196,10962.0,1.79
長野県,320,20010.0,1.6
岐阜県,634,24149.0,2.63
静岡県,565,37352.0,1.51
愛知県,5525,84316.0,6.55
三重県,537,14087.0,3.81
