pref,Positive,Tested,Percent
滋賀県,57,715.0,7.97
京都府,225,2464.0,9.13
大阪府　,1021,3903.0,26.16
兵庫県,453,4851.0,9.34
奈良県,54,733.0,7.37
和歌山県,38,2239.0,1.7
鳥取県,1,477.0,0.21
島根県,14,558.0,2.51
岡山県,18,748.0,2.41
広島県　,118,2733.0,4.32
山口県,29,885.0,3.28
徳島県,3,277.0,1.08
香川県　,21,833.0,2.52
愛媛県,41,708.0,5.79
高知県,62,1039.0,5.97
福岡県,459,6110.0,7.51
佐賀県,15,489.0,3.07
長崎県,16,1258.0,1.27
熊本県,31,2131.0,1.45
大分県,50,2325.0,2.15
宮崎県,17,802.0,2.12
鹿児島県,4,657.0,0.61
沖縄県,86,1025.0,8.39
合計　県,9027,86800.0,10.4
北海道,336,3625.0,9.27
青森県,22,447.0,4.92
岩手県　,0,205.0,0.0
宮城県,75,1109.0,6.76
秋田県,16,688.0,2.33
山形県,50,1276.0,3.92
福島県　,49,924.0,5.3
茨城県,123,2883.0,4.27
栃木県,42,1233.0,3.41
群馬県,109,1924.0,5.67
埼玉県　,535,3836.0,13.95
千葉県　,539,3006.0,17.93
東京都　,2606,6814.0,38.24
神奈川県,673,3682.0,18.28
新潟県,47,1910.0,2.46
富山県,65,1177.0,5.52
石川県,146,903.0,16.17
福井県,103,918.0,11.22
山梨県,43,1367.0,3.15
長野県,45,1219.0,3.69
岐阜県,132,1727.0,7.64
静岡県,48,1867.0,2.57
愛知県　,364,5008.0,7.27
三重県,26,1092.0,2.38
