pref,Positive,Tested,Percent
北海道,2410,66373.0,3.63
青森県,41,2720.0,1.51
岩手県,25,4715.0,0.53
宮城県,499,11735.0,4.25
秋田県,59,2349.0,2.51
山形県,81,5319.0,1.52
福島県,324,23712.0,1.37
茨城県,715,13091.0,5.46
栃木県,452,33701.0,1.34
群馬県,763,25758.0,2.96
埼玉県,5177,160093.0,3.23
千葉県,4377,107131.0,4.09
東京都,28136,520982.0,5.4
神奈川県,7679,174913.0,4.39
新潟県,179,16561.0,1.08
富山県,422,13702.0,3.08
石川県,786,14881.0,5.28
福井県,249,10299.0,2.42
山梨県,199,11097.0,1.79
長野県,320,20539.0,1.56
岐阜県,638,24608.0,2.59
静岡県,568,38416.0,1.48
愛知県,5581,86751.0,6.43
三重県,542,14421.0,3.76
滋賀県,519,13160.0,3.94
京都府,1892,47233.0,4.01
大阪府,11310,206198.0,5.49
兵庫県,2927,61917.0,4.73
奈良県,605,22780.0,2.66
和歌山県,252,9838.0,2.56
鳥取県,36,5541.0,0.65
島根県,140,5962.0,2.35
岡山県,168,8654.0,1.94
広島県,642,24784.0,2.59
山口県,209,10742.0,1.95
徳島県,149,7122.0,2.09
香川県,96,11948.0,0.8
愛媛県,115,4204.0,2.74
高知県,139,3554.0,3.91
福岡県,5112,147207.0,3.47
佐賀県,249,6335.0,3.93
長崎県,241,20360.0,1.18
熊本県,720,18020.0,4.0
大分県,158,18654.0,0.85
宮崎県,344,8692.0,3.96
鹿児島県,456,21051.0,2.17
沖縄県,2787,45430.0,6.13
