pref,Positive,Tested,Percent
北海道,1030,11853.0,8.69
青森県,27,813.0,3.32
岩手県,0,601.0,0.0
宮城県,88,2819.0,3.12
秋田県,16,920.0,1.74
山形県,69,2615.0,2.64
福島県,81,3808.0,2.13
茨城県,168,4469.0,3.76
栃木県,64,3414.0,1.87
群馬県,149,3438.0,4.33
埼玉県,999,18160.0,5.5
千葉県,904,13742.0,6.58
東京都,5138,14653.0,35.06
神奈川県,1322,8780.0,15.06
新潟県,83,3994.0,2.08
富山県,227,3067.0,7.4
石川県,295,2590.0,11.39
福井県,122,2458.0,4.96
山梨県,60,3602.0,1.67
⾧野県,76,2552.0,2.98
岐阜県,150,3192.0,4.7
静岡県,74,3384.0,2.19
愛知県,506,9525.0,5.31
三重県,45,2450.0,1.84
滋賀県,100,1714.0,5.83
京都府,358,7493.0,4.78
大阪府,1781,28565.0,6.23
兵庫県,699,10614.0,6.59
奈良県,91,2754.0,3.3
和歌山県,63,3612.0,1.74
鳥取県,3,1295.0,0.23
島根県,24,1082.0,2.22
岡山県,25,1643.0,1.52
広島県,167,6696.0,2.49
山口県,37,1656.0,2.23
徳島県,5,703.0,0.71
香川県,28,2086.0,1.34
愛媛県,79,1831.0,4.31
高知県,74,1738.0,4.26
福岡県,658,11764.0,5.59
佐賀県,47,1376.0,3.42
⾧崎県,17,2655.0,0.64
熊本県,48,3835.0,1.25
大分県,60,3828.0,1.57
宮崎県,17,1339.0,1.27
鹿児島県,10,1685.0,0.59
沖縄県,142,2806.0,5.06
