pref,Positive,Tested,Percent
北海道,1304,23694.0,5.5
青森県,29,1140.0,2.54
岩手県,0,1189.0,0.0
宮城県,110,4748.0,2.32
秋田県,16,1023.0,1.56
山形県,74,2674.0,2.77
福島県,84,8119.0,1.03
茨城県,209,5930.0,3.52
栃木県,103,9645.0,1.07
群馬県,161,6320.0,2.55
埼玉県,1568,47612.0,3.29
千葉県,1191,21490.0,5.54
東京都,8354,125898.0,6.64
神奈川県,1826,14758.0,12.37
新潟県,89,5419.0,1.64
富山県,230,4493.0,5.12
石川県,300,2968.0,10.11
福井県,125,3779.0,3.31
山梨県,76,6341.0,1.2
長野県,80,4878.0,1.64
岐阜県,166,6009.0,2.76
静岡県,97,9243.0,1.05
愛知県,536,14633.0,3.66
三重県,50,3123.0,1.6
滋賀県,107,3026.0,3.54
京都府,468,12781.0,3.66
大阪府,2065,48476.0,4.26
兵庫県,748,17478.0,4.28
奈良県,131,5045.0,2.6
和歌山県,84,4703.0,1.79
鳥取県,5,2145.0,0.23
島根県,25,1299.0,1.92
岡山県,30,2066.0,1.45
広島県,184,8525.0,2.16
山口県,37,2788.0,1.33
徳島県,10,1268.0,0.79
香川県,31,3229.0,0.96
愛媛県,82,2693.0,3.04
高知県,75,2051.0,3.66
福岡県,928,18352.0,5.06
佐賀県,47,1738.0,2.7
長崎県,31,4277.0,0.72
熊本県,49,4465.0,1.1
大分県,60,5522.0,1.09
宮崎県,20,1748.0,1.14
鹿児島県,158,7605.0,2.08
沖縄県,148,3381.0,4.38
