pref,Positive,Tested,Percent
滋賀県,503,12139.0,4.14
京都府,1767,43228.0,4.09
大阪府,10770,189667.0,5.68
兵庫県,2767,57586.0,4.8
奈良県,580,20885.0,2.78
和歌山県,242,9347.0,2.59
鳥取県,36,5493.0,0.66
島根県,140,5820.0,2.41
岡山県,158,8110.0,1.95
広島県,597,21121.0,2.83
山口県,201,10005.0,2.01
徳島県,148,6961.0,2.13
香川県,93,10886.0,0.85
愛媛県,114,4099.0,2.78
高知県,138,3497.0,3.95
福岡県,5054,135250.0,3.74
佐賀県,246,6154.0,4.0
長崎県,238,18873.0,1.26
熊本県,588,16721.0,3.52
大分県,158,17294.0,0.91
宮崎県,344,8601.0,4.0
鹿児島県,422,19261.0,2.19
沖縄県,2569,40378.0,6.36
北海道,2141,58835.0,3.64
青森県,37,2458.0,1.51
岩手県,23,4282.0,0.54
宮城県,418,10599.0,3.94
秋田県,53,2145.0,2.47
山形県,78,5186.0,1.5
福島県,263,20871.0,1.26
茨城県,671,12623.0,5.32
栃木県,435,31515.0,1.38
群馬県,725,22789.0,3.18
埼玉県,4765,145483.0,3.28
千葉県,4010,96201.0,4.17
東京都,26376,470228.0,5.61
神奈川県,7099,156859.0,4.53
新潟県,170,15645.0,1.09
富山県,422,12509.0,3.37
石川県,777,13505.0,5.75
福井県,244,9869.0,2.47
山梨県,193,10748.0,1.8
長野県,312,19157.0,1.63
岐阜県,627,23106.0,2.71
静岡県,551,34985.0,1.57
愛知県,5403,78742.0,6.86
三重県,525,13034.0,4.03
