pref,Positive,Tested,Percent
滋賀県,4,124.0,3.23
京都府,19,743.0,2.56
大阪府,112,,
兵庫県,85,951.0,8.94
奈良県,8,153.0,5.23
和歌山県,15,1076.0,1.39
鳥取県,0,104.0,0.0
島根県,0,84.0,0.0
岡山県,0,166.0,0.0
広島県,1,502.0,0.2
山口県,3,149.0,2.01
徳島県,1,115.0,0.87
香川県,1,109.0,0.92
愛媛県,2,167.0,1.2
高知県,12,256.0,4.69
福岡県,4,583.0,0.69
佐賀県,1,85.0,1.18
長崎県,1,179.0,0.56
熊本県,6,,
大分県,1,155.0,0.65
宮崎県,3,129.0,2.33
鹿児島県,0,,
沖縄県,3,217.0,1.38
北海道,152,1515.0,10.03
青森県,0,74.0,0.0
岩手県,0,24.0,0.0
宮城県,1,129.0,0.78
秋田県,2,108.0,1.85
山形県,0,120.0,0.0
福島県,2,117.0,1.71
茨城県,1,436.0,0.23
栃木県,2,227.0,0.88
群馬県,10,244.0,4.1
埼玉県,33,614.0,5.37
千葉県,31,1004.0,3.09
東京都,108,,
神奈川県,55,,
新潟県,20,,
富山県,0,51.0,0.0
石川県,7,162.0,4.32
福井県,0,84.0,0.0
山梨県,2,315.0,0.63
長野県,4,284.0,1.41
岐阜県,2,322.0,0.62
静岡県,3,,
愛知県,125,,
三重県,8,277.0,2.89
