pref,Positive,Tested,Percent
北海道,540,5112.0,10.56
青森県,22,506.0,4.35
岩手県,0,271.0,0.0
宮城県,84,1491.0,5.63
秋田県,16,776.0,2.06
山形県,65,1851.0,3.51
福島県,65,1316.0,4.94
茨城県,153,3887.0,3.94
栃木県,53,1617.0,3.28
群馬県,138,2380.0,5.8
埼玉県,753,5630.0,13.37
千葉県,749,4646.0,16.12
東京都,3586,9361.0,38.31
神奈川県,880,4828.0,18.23
新潟県,62,2354.0,2.63
富山県,150,1781.0,8.42
石川県,216,1338.0,16.14
福井県,119,1278.0,9.31
山梨県,51,1862.0,2.74
長野県,59,1514.0,3.9
岐阜県,146,2234.0,6.54
静岡県,58,2306.0,2.52
愛知県,453,6033.0,7.51
三重県,43,1578.0,2.72
滋賀県,92,1067.0,8.62
京都府,282,3397.0,8.3
大阪府,1417,6346.0,22.33
兵庫県,581,6213.0,9.35
奈良県,76,1140.0,6.67
和歌山県,50,2454.0,2.04
鳥取県,3,880.0,0.34
島根県,16,733.0,2.18
岡山県,19,1015.0,1.87
広島県,142,3900.0,3.64
山口県,31,1156.0,2.68
徳島県,5,368.0,1.36
香川県,28,1393.0,2.01
愛媛県,47,961.0,4.89
高知県,71,1260.0,5.63
福岡県,572,7690.0,7.44
佐賀県,21,682.0,3.08
長崎県,16,1676.0,0.95
熊本県,43,2577.0,1.67
大分県,60,2910.0,2.06
宮崎県,17,993.0,1.71
鹿児島県,10,1017.0,0.98
沖縄県,132,1589.0,8.31
