pref,Positive,Tested,Percent
滋賀県,477,11063.0,4.31
京都府,1659,38110.0,4.35
大阪府,10001,169292.0,5.91
兵庫県,2549,51988.0,4.9
奈良県,552,19076.0,2.89
和歌山県,236,9005.0,2.62
鳥取県,36,4910.0,0.73
島根県,137,5298.0,2.59
岡山県,148,7861.0,1.88
広島県,475,19573.0,2.43
山口県,195,8763.0,2.23
徳島県,147,6744.0,2.18
香川県,93,10050.0,0.93
愛媛県,114,3973.0,2.87
高知県,137,3390.0,4.04
福岡県,4996,46307.0,10.79
佐賀県,245,5662.0,4.33
長崎県,236,17210.0,1.37
熊本県,571,16030.0,3.56
大分県,158,15465.0,1.02
宮崎県,344,8455.0,4.07
鹿児島県,376,17562.0,2.14
沖縄県,2338,35020.0,6.68
北海道,1927,52203.0,3.69
青森県,35,2282.0,1.53
岩手県,23,3860.0,0.6
宮城県,351,9508.0,3.69
秋田県,52,1964.0,2.65
山形県,78,5026.0,1.55
福島県,218,18238.0,1.2
茨城県,623,12026.0,5.18
栃木県,385,27549.0,1.4
群馬県,644,18889.0,3.41
埼玉県,4417,131076.0,3.37
千葉県,3602,73902.0,4.87
東京都,24046,411359.0,5.85
神奈川県,6323,138519.0,4.56
新潟県,162,14561.0,1.11
富山県,410,11364.0,3.61
石川県,750,11545.0,6.5
福井県,244,9477.0,2.57
山梨県,180,10263.0,1.75
長野県,301,17873.0,1.68
岐阜県,597,21219.0,2.81
静岡県,517,31367.0,1.65
愛知県,5039,68206.0,7.39
三重県,469,11703.0,4.01
