pref,Positive,Tested,Percent
滋賀県,816,29135.0,2.8
京都府,2736,68469.0,4.0
大阪府,22507,350264.0,6.43
兵庫県,6320,103474.0,6.11
奈良県,1306,35104.0,3.72
和歌山県,503,14074.0,3.57
鳥取県,63,18057.0,0.35
島根県,155,7158.0,2.17
岡山県,657,20802.0,3.16
広島県,1023,35884.0,2.85
山口県,410,19028.0,2.15
徳島県,185,7925.0,2.33
香川県,163,18038.0,0.9
愛媛県,345,8520.0,4.05
高知県,233,4061.0,5.74
福岡県,6060,210854.0,2.87
佐賀県,337,10504.0,3.21
⾧崎県,273,28194.0,0.97
熊本県,1085,25055.0,4.33
大分県,397,30105.0,1.32
宮崎県,557,10314.0,5.4
鹿児島県,637,28192.0,2.26
沖縄県,4574,75749.0,6.04
北海道,9852,168206.0,5.86
青森県,330,7261.0,4.54
岩手県,220,10109.0,2.18
宮城県,1293,19898.0,6.5
秋田県,90,3689.0,2.44
山形県,173,8120.0,2.13
福島県,530,41884.0,1.27
茨城県,1832,17334.0,10.57
栃木県,749,57257.0,1.31
群馬県,1388,39174.0,3.54
埼玉県,9321,250151.0,3.73
千葉県,7466,172106.0,4.34
東京都,43704,797901.0,5.48
神奈川県,13639,265968.0,5.13
新潟県,356,23178.0,1.54
富山県,462,17786.0,2.6
石川県,872,23273.0,3.75
福井県,321,15731.0,2.04
山梨県,381,13645.0,2.79
⾧野県,803,33056.0,2.43
岐阜県,1245,43971.0,2.83
静岡県,1827,61478.0,2.97
愛知県,11157,143080.0,7.8
三重県,950,22079.0,4.3
