pref,Positive,Tested,Percent
北海道,1154,17153.0,6.73
青森県,27,910.0,2.97
岩手県,0,776.0,0.0
宮城県,88,3253.0,2.71
秋田県,16,962.0,1.66
山形県,69,2475.0,2.79
福島県,81,5554.0,1.46
茨城県,168,5005.0,3.36
栃木県,66,5463.0,1.21
群馬県,151,4336.0,3.48
埼玉県,1019,26614.0,3.83
千葉県,919,16310.0,5.63
東京都,5497,16351.0,33.62
神奈川県,1402,11129.0,12.6
新潟県,83,4553.0,1.82
富山県,227,3642.0,6.23
石川県,299,2830.0,10.57
福井県,122,3018.0,4.04
山梨県,69,4728.0,1.46
長野県,76,2995.0,2.54
岐阜県,153,4229.0,3.62
静岡県,77,3666.0,2.1
愛知県,513,11171.0,4.59
三重県,45,2632.0,1.71
滋賀県,100,2077.0,4.81
京都府,360,8953.0,4.02
大阪府,1786,35176.0,5.08
兵庫県,699,11882.0,5.88
奈良県,92,3240.0,2.84
和歌山県,63,3840.0,1.64
鳥取県,3,1422.0,0.21
島根県,24,1199.0,2.0
岡山県,25,1817.0,1.38
広島県,168,7393.0,2.27
山口県,37,1921.0,1.93
徳島県,5,812.0,0.62
香川県,28,2375.0,1.18
愛媛県,82,2510.0,3.27
高知県,74,1884.0,3.93
福岡県,821,14831.0,5.54
佐賀県,47,1540.0,3.05
長崎県,17,3019.0,0.56
熊本県,48,4092.0,1.17
大分県,60,4400.0,1.36
宮崎県,17,1470.0,1.16
鹿児島県,11,2163.0,0.51
沖縄県,142,2949.0,4.82
