pref,Positive,Tested,Percent
北海道,1197,19203.0,6.23
青森県,27,941.0,2.87
岩手県,0,848.0,0.0
宮城県,89,3486.0,2.55
秋田県,16,981.0,1.63
山形県,69,2505.0,2.75
福島県,82,6153.0,1.33
茨城県,170,5163.0,3.29
栃木県,66,6241.0,1.06
群馬県,151,4628.0,3.26
埼玉県,1042,30832.0,3.38
千葉県,926,17317.0,5.35
東京都,5812,68406.0,8.5
神奈川県,1433,12033.0,11.91
新潟県,84,4764.0,1.76
富山県,227,3816.0,5.95
石川県,300,2871.0,10.45
福井県,122,3212.0,3.8
山梨県,72,5317.0,1.35
長野県,77,3139.0,2.45
岐阜県,156,4767.0,3.27
静岡県,80,7051.0,1.13
愛知県,523,11940.0,4.38
三重県,46,2779.0,1.66
滋賀県,101,2239.0,4.51
京都府,365,9565.0,3.82
大阪府,1806,37550.0,4.81
兵庫県,702,13930.0,5.04
奈良県,92,3491.0,2.64
和歌山県,63,3901.0,1.61
鳥取県,3,1448.0,0.21
島根県,24,1212.0,1.98
岡山県,25,1865.0,1.34
広島県,168,7638.0,2.2
山口県,37,2088.0,1.77
徳島県,5,845.0,0.59
香川県,28,2513.0,1.11
愛媛県,82,2572.0,3.19
高知県,74,1929.0,3.84
福岡県,838,15565.0,5.38
佐賀県,47,1595.0,2.95
長崎県,17,3110.0,0.55
熊本県,48,4178.0,1.15
大分県,60,4614.0,1.3
宮崎県,17,1520.0,1.12
鹿児島県,11,2465.0,0.45
沖縄県,142,3000.0,4.73
